GCCSA_NAME21	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Greater Hobart	15-24				7
Greater Hobart	15-24			2016	3
Greater Hobart	15-24		1		22
Greater Hobart	15-24		1	2005	245
Greater Hobart	15-24		1	2010	370
Greater Hobart	15-24		1	2015	144
Greater Hobart	15-24		1	2016	34
Greater Hobart	15-24		1	2017	34
Greater Hobart	15-24		1	2018	47
Greater Hobart	15-24		1	2019	41
Greater Hobart	15-24		1	2020	24
Greater Hobart	15-24		1	2021	10
Greater Hobart	15-24	Speaks English not well or not at all	0	2015	14
Greater Hobart	15-24	Speaks English not well or not at all	0	2016	11
Greater Hobart	15-24	Speaks English not well or not at all	0	2017	17
Greater Hobart	15-24	Speaks English not well or not at all	0	2018	14
Greater Hobart	15-24	Speaks English not well or not at all	0	2019	25
Greater Hobart	15-24	Speaks English not well or not at all	0	2020	8
Greater Hobart	15-24	Speaks English well or very well	0		50
Greater Hobart	15-24	Speaks English well or very well	0	2005	87
Greater Hobart	15-24	Speaks English well or very well	0	2010	268
Greater Hobart	15-24	Speaks English well or very well	0	2015	537
Greater Hobart	15-24	Speaks English well or very well	0	2016	337
Greater Hobart	15-24	Speaks English well or very well	0	2017	359
Greater Hobart	15-24	Speaks English well or very well	0	2018	301
Greater Hobart	15-24	Speaks English well or very well	0	2019	388
Greater Hobart	15-24	Speaks English well or very well	0	2020	139
Greater Hobart	15-24	Speaks English well or very well	0	2021	5
Greater Hobart	25-34				30
Greater Hobart	25-34			2015	3
Greater Hobart	25-34			2017	3
Greater Hobart	25-34		0		4
Greater Hobart	25-34		0	2005	4
Greater Hobart	25-34		0	2015	6
Greater Hobart	25-34		0	2016	3
Greater Hobart	25-34		0	2018	8
Greater Hobart	25-34		0	2019	4
Greater Hobart	25-34		1		42
Greater Hobart	25-34		1	2005	513
Greater Hobart	25-34		1	2010	292
Greater Hobart	25-34		1	2015	464
Greater Hobart	25-34		1	2016	171
Greater Hobart	25-34		1	2017	140
Greater Hobart	25-34		1	2018	151
Greater Hobart	25-34		1	2019	132
Greater Hobart	25-34		1	2020	56
Greater Hobart	25-34		1	2021	19
Greater Hobart	25-34	Speaks English not well or not at all	0		10
Greater Hobart	25-34	Speaks English not well or not at all	0	2005	6
Greater Hobart	25-34	Speaks English not well or not at all	0	2010	30
Greater Hobart	25-34	Speaks English not well or not at all	0	2015	136
Greater Hobart	25-34	Speaks English not well or not at all	0	2016	63
Greater Hobart	25-34	Speaks English not well or not at all	0	2017	64
Greater Hobart	25-34	Speaks English not well or not at all	0	2018	73
Greater Hobart	25-34	Speaks English not well or not at all	0	2019	72
Greater Hobart	25-34	Speaks English not well or not at all	0	2020	16
Greater Hobart	25-34	Speaks English not well or not at all	0	2021	4
Greater Hobart	25-34	Speaks English well or very well	0		204
Greater Hobart	25-34	Speaks English well or very well	0	2005	230
Greater Hobart	25-34	Speaks English well or very well	0	2010	950
Greater Hobart	25-34	Speaks English well or very well	0	2015	4624
Greater Hobart	25-34	Speaks English well or very well	0	2016	1700
Greater Hobart	25-34	Speaks English well or very well	0	2017	1592
Greater Hobart	25-34	Speaks English well or very well	0	2018	1369
Greater Hobart	25-34	Speaks English well or very well	0	2019	957
Greater Hobart	25-34	Speaks English well or very well	0	2020	270
Greater Hobart	25-34	Speaks English well or very well	0	2021	32
Greater Hobart	35-44				17
Greater Hobart	35-44		0	2015	3
Greater Hobart	35-44		0	2019	3
Greater Hobart	35-44		1		39
Greater Hobart	35-44		1	2005	1081
Greater Hobart	35-44		1	2010	453
Greater Hobart	35-44		1	2015	379
Greater Hobart	35-44		1	2016	69
Greater Hobart	35-44		1	2017	46
Greater Hobart	35-44		1	2018	55
Greater Hobart	35-44		1	2019	39
Greater Hobart	35-44		1	2020	20
Greater Hobart	35-44		1	2021	5
Greater Hobart	35-44	Speaks English not well or not at all	0		5
Greater Hobart	35-44	Speaks English not well or not at all	0	2005	15
Greater Hobart	35-44	Speaks English not well or not at all	0	2010	43
Greater Hobart	35-44	Speaks English not well or not at all	0	2015	147
Greater Hobart	35-44	Speaks English not well or not at all	0	2016	38
Greater Hobart	35-44	Speaks English not well or not at all	0	2017	43
Greater Hobart	35-44	Speaks English not well or not at all	0	2018	35
Greater Hobart	35-44	Speaks English not well or not at all	0	2019	36
Greater Hobart	35-44	Speaks English not well or not at all	0	2020	17
Greater Hobart	35-44	Speaks English not well or not at all	0	2021	3
Greater Hobart	35-44	Speaks English well or very well	0		38
Greater Hobart	35-44	Speaks English well or very well	0	2005	542
Greater Hobart	35-44	Speaks English well or very well	0	2010	1211
Greater Hobart	35-44	Speaks English well or very well	0	2015	1496
Greater Hobart	35-44	Speaks English well or very well	0	2016	344
Greater Hobart	35-44	Speaks English well or very well	0	2017	316
Greater Hobart	35-44	Speaks English well or very well	0	2018	305
Greater Hobart	35-44	Speaks English well or very well	0	2019	252
Greater Hobart	35-44	Speaks English well or very well	0	2020	94
Greater Hobart	35-44	Speaks English well or very well	0	2021	25
Greater Hobart	45-54				7
Greater Hobart	45-54		1		67
Greater Hobart	45-54		1	2005	2077
Greater Hobart	45-54		1	2010	358
Greater Hobart	45-54		1	2015	154
Greater Hobart	45-54		1	2016	24
Greater Hobart	45-54		1	2017	21
Greater Hobart	45-54		1	2018	22
Greater Hobart	45-54		1	2019	36
Greater Hobart	45-54		1	2020	12
Greater Hobart	45-54		1	2021	7
Greater Hobart	45-54	Speaks English not well or not at all	0		4
Greater Hobart	45-54	Speaks English not well or not at all	0	2005	38
Greater Hobart	45-54	Speaks English not well or not at all	0	2010	39
Greater Hobart	45-54	Speaks English not well or not at all	0	2015	90
Greater Hobart	45-54	Speaks English not well or not at all	0	2016	20
Greater Hobart	45-54	Speaks English not well or not at all	0	2017	22
Greater Hobart	45-54	Speaks English not well or not at all	0	2018	14
Greater Hobart	45-54	Speaks English not well or not at all	0	2019	21
Greater Hobart	45-54	Speaks English not well or not at all	0	2020	4
Greater Hobart	45-54	Speaks English not well or not at all	0	2021	6
Greater Hobart	45-54	Speaks English well or very well	0		20
Greater Hobart	45-54	Speaks English well or very well	0	2005	617
Greater Hobart	45-54	Speaks English well or very well	0	2010	421
Greater Hobart	45-54	Speaks English well or very well	0	2015	188
Greater Hobart	45-54	Speaks English well or very well	0	2016	44
Greater Hobart	45-54	Speaks English well or very well	0	2017	44
Greater Hobart	45-54	Speaks English well or very well	0	2018	45
Greater Hobart	45-54	Speaks English well or very well	0	2019	41
Greater Hobart	45-54	Speaks English well or very well	0	2020	22
Greater Hobart	45-54	Speaks English well or very well	0	2021	3
Greater Hobart	55-64				3
Greater Hobart	55-64			2005	3
Greater Hobart	55-64		1		75
Greater Hobart	55-64		1	2005	3276
Greater Hobart	55-64		1	2010	174
Greater Hobart	55-64		1	2015	82
Greater Hobart	55-64		1	2016	5
Greater Hobart	55-64		1	2018	10
Greater Hobart	55-64		1	2019	10
Greater Hobart	55-64		1	2020	3
Greater Hobart	55-64	Speaks English not well or not at all	0		3
Greater Hobart	55-64	Speaks English not well or not at all	0	2005	79
Greater Hobart	55-64	Speaks English not well or not at all	0	2010	43
Greater Hobart	55-64	Speaks English not well or not at all	0	2015	54
Greater Hobart	55-64	Speaks English not well or not at all	0	2016	26
Greater Hobart	55-64	Speaks English not well or not at all	0	2017	20
Greater Hobart	55-64	Speaks English not well or not at all	0	2018	12
Greater Hobart	55-64	Speaks English not well or not at all	0	2019	49
Greater Hobart	55-64	Speaks English not well or not at all	0	2020	23
Greater Hobart	55-64	Speaks English well or very well	0		7
Greater Hobart	55-64	Speaks English well or very well	0	2005	676
Greater Hobart	55-64	Speaks English well or very well	0	2010	124
Greater Hobart	55-64	Speaks English well or very well	0	2015	45
Greater Hobart	55-64	Speaks English well or very well	0	2016	5
Greater Hobart	55-64	Speaks English well or very well	0	2017	7
Greater Hobart	55-64	Speaks English well or very well	0	2018	6
Greater Hobart	55-64	Speaks English well or very well	0	2019	9
Greater Hobart	55-64	Speaks English well or very well	0	2020	12
Greater Hobart	65-74				3
Greater Hobart	65-74			2005	7
Greater Hobart	65-74		0	2005	3
Greater Hobart	65-74		1		103
Greater Hobart	65-74		1	2005	3772
Greater Hobart	65-74		1	2010	58
Greater Hobart	65-74		1	2015	27
Greater Hobart	65-74		1	2016	3
Greater Hobart	65-74		1	2017	5
Greater Hobart	65-74		1	2018	6
Greater Hobart	65-74		1	2019	9
Greater Hobart	65-74		1	2020	7
Greater Hobart	65-74	Speaks English not well or not at all	0		3
Greater Hobart	65-74	Speaks English not well or not at all	0	2005	99
Greater Hobart	65-74	Speaks English not well or not at all	0	2010	28
Greater Hobart	65-74	Speaks English not well or not at all	0	2015	55
Greater Hobart	65-74	Speaks English not well or not at all	0	2016	9
Greater Hobart	65-74	Speaks English not well or not at all	0	2017	12
Greater Hobart	65-74	Speaks English not well or not at all	0	2018	6
Greater Hobart	65-74	Speaks English not well or not at all	0	2019	36
Greater Hobart	65-74	Speaks English not well or not at all	0	2020	11
Greater Hobart	65-74	Speaks English well or very well	0		23
Greater Hobart	65-74	Speaks English well or very well	0	2005	643
Greater Hobart	65-74	Speaks English well or very well	0	2010	22
Greater Hobart	65-74	Speaks English well or very well	0	2015	16
Greater Hobart	65-74	Speaks English well or very well	0	2016	5
Greater Hobart	65-74	Speaks English well or very well	0	2017	4
Greater Hobart	65-74	Speaks English well or very well	0	2019	13
Greater Hobart	65-74	Speaks English well or very well	0	2020	4
Greater Hobart	75-84				10
Greater Hobart	75-84			2005	14
Greater Hobart	75-84		0	2005	3
Greater Hobart	75-84		1		110
Greater Hobart	75-84		1	2005	2582
Greater Hobart	75-84		1	2010	27
Greater Hobart	75-84		1	2015	10
Greater Hobart	75-84		1	2016	9
Greater Hobart	75-84		1	2017	4
Greater Hobart	75-84		1	2020	3
Greater Hobart	75-84		1	2021	5
Greater Hobart	75-84	Speaks English not well or not at all	0	2005	97
Greater Hobart	75-84	Speaks English not well or not at all	0	2010	16
Greater Hobart	75-84	Speaks English not well or not at all	0	2015	13
Greater Hobart	75-84	Speaks English not well or not at all	0	2016	4
Greater Hobart	75-84	Speaks English not well or not at all	0	2018	6
Greater Hobart	75-84	Speaks English not well or not at all	0	2019	9
Greater Hobart	75-84	Speaks English well or very well	0		3
Greater Hobart	75-84	Speaks English well or very well	0	2005	571
Greater Hobart	75-84	Speaks English well or very well	0	2010	3
Greater Hobart	75-84	Speaks English well or very well	0	2015	3
Greater Hobart	75-84	Speaks English well or very well	0	2017	3
Greater Hobart	75-84	Speaks English well or very well	0	2018	6
Greater Hobart	85+				9
Greater Hobart	85+			2005	12
Greater Hobart	85+		0		6
Greater Hobart	85+		0	2005	5
Greater Hobart	85+		1		79
Greater Hobart	85+		1	2005	934
Greater Hobart	85+		1	2010	14
Greater Hobart	85+		1	2015	5
Greater Hobart	85+	Speaks English not well or not at all	0		6
Greater Hobart	85+	Speaks English not well or not at all	0	2005	77
Greater Hobart	85+	Speaks English not well or not at all	0	2010	4
Greater Hobart	85+	Speaks English not well or not at all	0	2015	3
Greater Hobart	85+	Speaks English well or very well	0		14
Greater Hobart	85+	Speaks English well or very well	0	2005	242
Rest of Tas.	0-14		0		6
Rest of Tas.	0-14		0	2018	4
Rest of Tas.	0-14		0	2019	4
Rest of Tas.	0-14		1		41
Rest of Tas.	0-14		1	2010	92
Rest of Tas.	0-14		1	2015	250
Rest of Tas.	0-14		1	2016	52
Rest of Tas.	0-14		1	2017	64
Rest of Tas.	0-14		1	2018	62
Rest of Tas.	0-14		1	2019	55
Rest of Tas.	0-14		1	2020	27
Rest of Tas.	0-14		1	2021	11
Rest of Tas.	0-14	Speaks English not well or not at all	0		8
Rest of Tas.	0-14	Speaks English not well or not at all	0	2015	3
Rest of Tas.	0-14	Speaks English not well or not at all	0	2016	5
Rest of Tas.	0-14	Speaks English not well or not at all	0	2017	6
Rest of Tas.	0-14	Speaks English not well or not at all	0	2018	8
Rest of Tas.	0-14	Speaks English not well or not at all	0	2019	39
Rest of Tas.	0-14	Speaks English not well or not at all	0	2020	17
Rest of Tas.	0-14	Speaks English not well or not at all	0	2021	15
Rest of Tas.	0-14	Speaks English well or very well	0		21
Rest of Tas.	0-14	Speaks English well or very well	0	2010	35
Rest of Tas.	0-14	Speaks English well or very well	0	2015	223
Rest of Tas.	0-14	Speaks English well or very well	0	2016	95
Rest of Tas.	0-14	Speaks English well or very well	0	2017	76
Rest of Tas.	0-14	Speaks English well or very well	0	2018	118
Rest of Tas.	0-14	Speaks English well or very well	0	2019	129
Rest of Tas.	0-14	Speaks English well or very well	0	2020	40
Rest of Tas.	0-14	Speaks English well or very well	0	2021	8
Rest of Tas.	15-24				4
Rest of Tas.	15-24		0	2018	5
Rest of Tas.	15-24		0	2019	9
Rest of Tas.	15-24		1		33
Rest of Tas.	15-24		1	2005	163
Rest of Tas.	15-24		1	2010	327
Rest of Tas.	15-24		1	2015	116
Rest of Tas.	15-24		1	2016	17
Rest of Tas.	15-24		1	2017	31
Rest of Tas.	15-24		1	2018	28
Rest of Tas.	15-24		1	2019	33
Rest of Tas.	15-24		1	2020	13
Rest of Tas.	15-24		1	2021	9
Rest of Tas.	15-24	Speaks English not well or not at all	0		3
Rest of Tas.	15-24	Speaks English not well or not at all	0	2005	3
Rest of Tas.	15-24	Speaks English not well or not at all	0	2010	3
Rest of Tas.	15-24	Speaks English not well or not at all	0	2015	6
Rest of Tas.	15-24	Speaks English not well or not at all	0	2016	4
Rest of Tas.	15-24	Speaks English not well or not at all	0	2017	11
Rest of Tas.	15-24	Speaks English not well or not at all	0	2018	8
Rest of Tas.	15-24	Speaks English not well or not at all	0	2019	18
Rest of Tas.	15-24	Speaks English not well or not at all	0	2020	11
Rest of Tas.	15-24	Speaks English not well or not at all	0	2021	5
Rest of Tas.	15-24	Speaks English well or very well	0		22
Rest of Tas.	15-24	Speaks English well or very well	0	2005	44
Rest of Tas.	15-24	Speaks English well or very well	0	2010	173
Rest of Tas.	15-24	Speaks English well or very well	0	2015	317
Rest of Tas.	15-24	Speaks English well or very well	0	2016	164
Rest of Tas.	15-24	Speaks English well or very well	0	2017	157
Rest of Tas.	15-24	Speaks English well or very well	0	2018	147
Rest of Tas.	15-24	Speaks English well or very well	0	2019	183
Rest of Tas.	15-24	Speaks English well or very well	0	2020	75
Rest of Tas.	15-24	Speaks English well or very well	0	2021	22
Rest of Tas.	25-34				5
Rest of Tas.	25-34			2016	4
Rest of Tas.	25-34			2017	4
Rest of Tas.	25-34		0	2018	5
Rest of Tas.	25-34		0	2019	3
Rest of Tas.	25-34		1		49
Rest of Tas.	25-34		1	2005	417
Rest of Tas.	25-34		1	2010	204
Rest of Tas.	25-34		1	2015	279
Rest of Tas.	25-34		1	2016	82
Rest of Tas.	25-34		1	2017	64
Rest of Tas.	25-34		1	2018	91
Rest of Tas.	25-34		1	2019	108
Rest of Tas.	25-34		1	2020	64
Rest of Tas.	25-34		1	2021	9
Rest of Tas.	25-34	Speaks English not well or not at all	0		7
Rest of Tas.	25-34	Speaks English not well or not at all	0	2010	12
Rest of Tas.	25-34	Speaks English not well or not at all	0	2015	70
Rest of Tas.	25-34	Speaks English not well or not at all	0	2016	37
Rest of Tas.	25-34	Speaks English not well or not at all	0	2017	38
Rest of Tas.	25-34	Speaks English not well or not at all	0	2018	52
Rest of Tas.	25-34	Speaks English not well or not at all	0	2019	64
Rest of Tas.	25-34	Speaks English not well or not at all	0	2020	46
Rest of Tas.	25-34	Speaks English not well or not at all	0	2021	11
Rest of Tas.	25-34	Speaks English well or very well	0		87
Rest of Tas.	25-34	Speaks English well or very well	0	2005	123
Rest of Tas.	25-34	Speaks English well or very well	0	2010	345
Rest of Tas.	25-34	Speaks English well or very well	0	2015	1511
Rest of Tas.	25-34	Speaks English well or very well	0	2016	694
Rest of Tas.	25-34	Speaks English well or very well	0	2017	807
Rest of Tas.	25-34	Speaks English well or very well	0	2018	716
Rest of Tas.	25-34	Speaks English well or very well	0	2019	574
Rest of Tas.	25-34	Speaks English well or very well	0	2020	217
Rest of Tas.	25-34	Speaks English well or very well	0	2021	51
Rest of Tas.	35-44			2010	3
Rest of Tas.	35-44		0		5
Rest of Tas.	35-44		0	2010	3
Rest of Tas.	35-44		0	2019	5
Rest of Tas.	35-44		1		48
Rest of Tas.	35-44		1	2005	1038
Rest of Tas.	35-44		1	2010	415
Rest of Tas.	35-44		1	2015	281
Rest of Tas.	35-44		1	2016	41
Rest of Tas.	35-44		1	2017	45
Rest of Tas.	35-44		1	2018	38
Rest of Tas.	35-44		1	2019	46
Rest of Tas.	35-44		1	2020	18
Rest of Tas.	35-44		1	2021	3
Rest of Tas.	35-44	Speaks English not well or not at all	0		4
Rest of Tas.	35-44	Speaks English not well or not at all	0	2010	40
Rest of Tas.	35-44	Speaks English not well or not at all	0	2015	108
Rest of Tas.	35-44	Speaks English not well or not at all	0	2016	37
Rest of Tas.	35-44	Speaks English not well or not at all	0	2017	19
Rest of Tas.	35-44	Speaks English not well or not at all	0	2018	29
Rest of Tas.	35-44	Speaks English not well or not at all	0	2019	32
Rest of Tas.	35-44	Speaks English not well or not at all	0	2020	18
Rest of Tas.	35-44	Speaks English well or very well	0		31
Rest of Tas.	35-44	Speaks English well or very well	0	2005	255
Rest of Tas.	35-44	Speaks English well or very well	0	2010	568
Rest of Tas.	35-44	Speaks English well or very well	0	2015	680
Rest of Tas.	35-44	Speaks English well or very well	0	2016	156
Rest of Tas.	35-44	Speaks English well or very well	0	2017	148
Rest of Tas.	35-44	Speaks English well or very well	0	2018	146
Rest of Tas.	35-44	Speaks English well or very well	0	2019	177
Rest of Tas.	35-44	Speaks English well or very well	0	2020	60
Rest of Tas.	35-44	Speaks English well or very well	0	2021	20
Rest of Tas.	45-54				3
Rest of Tas.	45-54			2005	10
Rest of Tas.	45-54		0	2005	5
Rest of Tas.	45-54		1		100
Rest of Tas.	45-54		1	2005	2381
Rest of Tas.	45-54		1	2010	402
Rest of Tas.	45-54		1	2015	159
Rest of Tas.	45-54		1	2016	21
Rest of Tas.	45-54		1	2017	18
Rest of Tas.	45-54		1	2018	24
Rest of Tas.	45-54		1	2019	13
Rest of Tas.	45-54		1	2020	14
Rest of Tas.	45-54		1	2021	3
Rest of Tas.	45-54	Speaks English not well or not at all	0		4
Rest of Tas.	45-54	Speaks English not well or not at all	0	2005	19
Rest of Tas.	45-54	Speaks English not well or not at all	0	2010	36
Rest of Tas.	45-54	Speaks English not well or not at all	0	2015	75
Rest of Tas.	45-54	Speaks English not well or not at all	0	2016	28
Rest of Tas.	45-54	Speaks English not well or not at all	0	2017	22
Rest of Tas.	45-54	Speaks English not well or not at all	0	2018	17
Rest of Tas.	45-54	Speaks English not well or not at all	0	2019	22
Rest of Tas.	45-54	Speaks English not well or not at all	0	2020	14
Rest of Tas.	45-54	Speaks English well or very well	0		14
Rest of Tas.	45-54	Speaks English well or very well	0	2005	398
Rest of Tas.	45-54	Speaks English well or very well	0	2010	309
Rest of Tas.	45-54	Speaks English well or very well	0	2015	173
Rest of Tas.	45-54	Speaks English well or very well	0	2016	30
Rest of Tas.	45-54	Speaks English well or very well	0	2017	27
Rest of Tas.	45-54	Speaks English well or very well	0	2018	25
Rest of Tas.	45-54	Speaks English well or very well	0	2019	38
Rest of Tas.	45-54	Speaks English well or very well	0	2020	10
Rest of Tas.	45-54	Speaks English well or very well	0	2021	4
Rest of Tas.	55-64				3
Rest of Tas.	55-64			2005	10
Rest of Tas.	55-64		1		164
Rest of Tas.	55-64		1	2005	4728
Rest of Tas.	55-64		1	2010	263
Rest of Tas.	55-64		1	2015	90
Rest of Tas.	55-64		1	2016	18
Rest of Tas.	55-64		1	2017	10
Rest of Tas.	55-64		1	2018	8
Rest of Tas.	55-64		1	2019	15
Rest of Tas.	55-64		1	2020	5
Rest of Tas.	55-64		1	2021	6
Rest of Tas.	55-64	Speaks English not well or not at all	0	2005	26
Rest of Tas.	55-64	Speaks English not well or not at all	0	2010	23
Rest of Tas.	55-64	Speaks English not well or not at all	0	2015	46
Rest of Tas.	55-64	Speaks English not well or not at all	0	2016	15
Rest of Tas.	55-64	Speaks English not well or not at all	0	2017	9
Rest of Tas.	55-64	Speaks English not well or not at all	0	2018	8
Rest of Tas.	55-64	Speaks English not well or not at all	0	2019	19
Rest of Tas.	55-64	Speaks English not well or not at all	0	2020	14
Rest of Tas.	55-64	Speaks English well or very well	0		14
Rest of Tas.	55-64	Speaks English well or very well	0	2005	562
Rest of Tas.	55-64	Speaks English well or very well	0	2010	116
Rest of Tas.	55-64	Speaks English well or very well	0	2015	35
Rest of Tas.	55-64	Speaks English well or very well	0	2016	16
Rest of Tas.	55-64	Speaks English well or very well	0	2017	10
Rest of Tas.	55-64	Speaks English well or very well	0	2018	4
Rest of Tas.	55-64	Speaks English well or very well	0	2019	6
Rest of Tas.	55-64	Speaks English well or very well	0	2020	5
Rest of Tas.	65-74				3
Rest of Tas.	65-74			2005	9
Rest of Tas.	65-74		1		235
Rest of Tas.	65-74		1	2005	5866
Rest of Tas.	65-74		1	2010	124
Rest of Tas.	65-74		1	2015	47
Rest of Tas.	65-74		1	2016	13
Rest of Tas.	65-74		1	2017	3
Rest of Tas.	65-74		1	2018	8
Rest of Tas.	65-74		1	2019	15
Rest of Tas.	65-74		1	2020	13
Rest of Tas.	65-74	Speaks English not well or not at all	0		5
Rest of Tas.	65-74	Speaks English not well or not at all	0	2005	33
Rest of Tas.	65-74	Speaks English not well or not at all	0	2010	11
Rest of Tas.	65-74	Speaks English not well or not at all	0	2015	24
Rest of Tas.	65-74	Speaks English not well or not at all	0	2016	10
Rest of Tas.	65-74	Speaks English not well or not at all	0	2017	4
Rest of Tas.	65-74	Speaks English not well or not at all	0	2018	3
Rest of Tas.	65-74	Speaks English not well or not at all	0	2019	15
Rest of Tas.	65-74	Speaks English not well or not at all	0	2020	7
Rest of Tas.	65-74	Speaks English well or very well	0		14
Rest of Tas.	65-74	Speaks English well or very well	0	2005	535
Rest of Tas.	65-74	Speaks English well or very well	0	2010	27
Rest of Tas.	65-74	Speaks English well or very well	0	2015	16
Rest of Tas.	65-74	Speaks English well or very well	0	2016	3
Rest of Tas.	65-74	Speaks English well or very well	0	2017	7
Rest of Tas.	65-74	Speaks English well or very well	0	2019	3
Rest of Tas.	75-84				10
Rest of Tas.	75-84			2005	6
Rest of Tas.	75-84		0	2005	6
Rest of Tas.	75-84		1		189
Rest of Tas.	75-84		1	2005	3859
Rest of Tas.	75-84		1	2010	31
Rest of Tas.	75-84		1	2015	20
Rest of Tas.	75-84		1	2018	5
Rest of Tas.	75-84		1	2019	9
Rest of Tas.	75-84		1	2021	3
Rest of Tas.	75-84	Speaks English not well or not at all	0		9
Rest of Tas.	75-84	Speaks English not well or not at all	0	2005	27
Rest of Tas.	75-84	Speaks English not well or not at all	0	2010	15
Rest of Tas.	75-84	Speaks English not well or not at all	0	2015	23
Rest of Tas.	75-84	Speaks English not well or not at all	0	2016	6
Rest of Tas.	75-84	Speaks English not well or not at all	0	2018	4
Rest of Tas.	75-84	Speaks English not well or not at all	0	2019	3
Rest of Tas.	75-84	Speaks English not well or not at all	0	2020	6
Rest of Tas.	75-84	Speaks English well or very well	0		18
Rest of Tas.	75-84	Speaks English well or very well	0	2005	412
Rest of Tas.	75-84	Speaks English well or very well	0	2010	6
Rest of Tas.	75-84	Speaks English well or very well	0	2015	4
Rest of Tas.	85+			2005	7
Rest of Tas.	85+		0	2005	5
Rest of Tas.	85+		1		71
Rest of Tas.	85+		1	2005	1053
Rest of Tas.	85+		1	2010	12
Rest of Tas.	85+		1	2015	5
Rest of Tas.	85+		1	2016	7
Rest of Tas.	85+		1	2019	6
Rest of Tas.	85+	Speaks English not well or not at all	0		7
Rest of Tas.	85+	Speaks English not well or not at all	0	2005	32
Rest of Tas.	85+	Speaks English not well or not at all	0	2015	8
Rest of Tas.	85+	Speaks English not well or not at all	0	2017	4
Rest of Tas.	85+	Speaks English well or very well	0		17
Rest of Tas.	85+	Speaks English well or very well	0	2005	136
No usual address (NT)	0-14		1	2015	3
No usual address (NT)	0-14		1	2019	3
No usual address (NT)	0-14		1	2021	3
No usual address (NT)	0-14	Speaks English well or very well	0	2021	3
No usual address (NT)	15-24		1	2010	6
No usual address (NT)	15-24		1	2019	5
No usual address (NT)	15-24		1	2020	5
No usual address (NT)	15-24	Speaks English well or very well	0	2019	6
No usual address (NT)	15-24	Speaks English well or very well	0	2020	6
No usual address (NT)	25-34		1	2005	4
No usual address (NT)	25-34		1	2015	11
No usual address (NT)	25-34		1	2016	3
No usual address (NT)	25-34		1	2017	3
No usual address (NT)	25-34		1	2018	3
No usual address (NT)	25-34		1	2019	19
No usual address (NT)	25-34		1	2020	16
No usual address (NT)	25-34		1	2021	4
No usual address (NT)	25-34	Speaks English not well or not at all	0	2020	3
No usual address (NT)	25-34	Speaks English well or very well	0	2005	4
No usual address (NT)	25-34	Speaks English well or very well	0	2017	3
No usual address (NT)	25-34	Speaks English well or very well	0	2018	10
No usual address (NT)	25-34	Speaks English well or very well	0	2019	36
No usual address (NT)	25-34	Speaks English well or very well	0	2020	16
No usual address (NT)	35-44		1	2005	19
No usual address (NT)	35-44		1	2010	11
No usual address (NT)	35-44		1	2015	5
No usual address (NT)	35-44		1	2019	3
No usual address (NT)	35-44		1	2021	5
No usual address (NT)	35-44	Speaks English not well or not at all	0	2019	4
No usual address (NT)	35-44	Speaks English not well or not at all	0	2020	5
No usual address (NT)	35-44	Speaks English well or very well	0	2005	12
No usual address (NT)	35-44	Speaks English well or very well	0	2010	7
No usual address (NT)	35-44	Speaks English well or very well	0	2015	3
No usual address (NT)	35-44	Speaks English well or very well	0	2017	3
No usual address (NT)	35-44	Speaks English well or very well	0	2020	4
No usual address (NT)	35-44	Speaks English well or very well	0	2021	10
No usual address (NT)	45-54		1		3
No usual address (NT)	45-54		1	2005	25
No usual address (NT)	45-54		1	2010	12
No usual address (NT)	45-54		1	2015	6
No usual address (NT)	45-54	Speaks English well or very well	0	2005	3
No usual address (NT)	45-54	Speaks English well or very well	0	2010	3
No usual address (NT)	55-64		1		3
No usual address (NT)	55-64		1	2005	43
No usual address (NT)	55-64		1	2010	8
No usual address (NT)	55-64		1	2015	4
No usual address (NT)	55-64	Speaks English well or very well	0	2005	8
No usual address (NT)	65-74		1	2005	49
No usual address (NT)	65-74		1	2010	4
No usual address (NT)	65-74	Speaks English well or very well	0	2005	6
No usual address (NT)	75-84		1	2005	3
No usual address (NT)	75-84		1	2015	4
Migratory - Offshore - Shipping (NT)	55-64		1	2005	6
Greater Darwin	0-14		0		3
Greater Darwin	0-14		0	2019	4
Greater Darwin	0-14		0	2020	9
Greater Darwin	0-14		1		39
Greater Darwin	0-14		1	2010	119
Greater Darwin	0-14		1	2015	363
Greater Darwin	0-14		1	2016	89
Greater Darwin	0-14		1	2017	83
Greater Darwin	0-14		1	2018	84
Greater Darwin	0-14		1	2019	108
Greater Darwin	0-14		1	2020	36
Greater Darwin	0-14		1	2021	20
Greater Darwin	0-14	Speaks English not well or not at all	0		6
Greater Darwin	0-14	Speaks English not well or not at all	0	2015	13
Greater Darwin	0-14	Speaks English not well or not at all	0	2016	3
Greater Darwin	0-14	Speaks English not well or not at all	0	2017	12
Greater Darwin	0-14	Speaks English not well or not at all	0	2018	18
Greater Darwin	0-14	Speaks English not well or not at all	0	2019	38
Greater Darwin	0-14	Speaks English not well or not at all	0	2020	33
Greater Darwin	0-14	Speaks English not well or not at all	0	2021	12
Greater Darwin	0-14	Speaks English well or very well	0		41
Greater Darwin	0-14	Speaks English well or very well	0	2010	111
Greater Darwin	0-14	Speaks English well or very well	0	2015	510
Greater Darwin	0-14	Speaks English well or very well	0	2016	169
Greater Darwin	0-14	Speaks English well or very well	0	2017	207
