SA2_NAME21	AustCitizen	persons
Redbank Plains	0	6112
Redbank Plains	1	18237
Springfield	0	1236
Springfield	1	6086
Springfield Lakes	0	4675
Springfield Lakes	1	18851
Augustine Heights - Brookwater	0	1346
Augustine Heights - Brookwater	1	7641
Bellbird Park	0	1937
Bellbird Park	1	7254
Beaudesert	0	1808
Beaudesert	1	12866
Beenleigh	0	1955
Beenleigh	1	6470
Eagleby	0	3281
Eagleby	1	10313
Edens Landing - Holmview	0	1886
Edens Landing - Holmview	1	7663
Mount Warren Park	0	860
Mount Warren Park	1	4876
Wolffdene - Bahrs Scrub	0	1368
Wolffdene - Bahrs Scrub	1	7648
Boronia Heights - Park Ridge	0	4590
Boronia Heights - Park Ridge	1	14576
Browns Plains	0	2117
Browns Plains	1	6044
Chambers Flat - Logan Reserve	0	2226
Chambers Flat - Logan Reserve	1	6643
Crestmead	0	2943
Crestmead	1	9215
Greenbank Military Camp	0	0
Greenbank Military Camp	1	0
Hillcrest	0	1460
Hillcrest	1	7372
Marsden	0	4851
Marsden	1	11137
Munruben - Park Ridge South	0	492
Munruben - Park Ridge South	1	3936
Regents Park - Heritage Park	0	2588
Regents Park - Heritage Park	1	13444
Logan Village	0	971
Logan Village	1	7637
Flagstone (East) - Riverbend	0	948
Flagstone (East) - Riverbend	1	5684
Flagstone (West) - New Beith	0	948
Flagstone (West) - New Beith	1	9103
Greenbank - North Maclean	0	944
Greenbank - North Maclean	1	6693
Jimboomba - Glenlogan	0	2179
Jimboomba - Glenlogan	1	15834
Yarrabilba	0	2050
Yarrabilba	1	8656
Bethania - Waterford	0	2379
Bethania - Waterford	1	9746
Cornubia - Carbrook	0	873
Cornubia - Carbrook	1	8203
Loganholme - Tanah Merah	0	1764
Loganholme - Tanah Merah	1	9824
Loganlea	0	3426
Loganlea	1	8350
Shailer Park	0	1682
Shailer Park	1	10391
Waterford West	0	2139
Waterford West	1	5676
Daisy Hill	0	1045
Daisy Hill	1	5852
Kingston (Qld)	0	2981
Kingston (Qld)	1	7390
Logan Central	0	2346
Logan Central	1	4010
Rochedale South - Priestdale	0	2034
Rochedale South - Priestdale	1	13360
Slacks Creek	0	2474
Slacks Creek	1	7934
Springwood	0	1516
Springwood	1	8326
Underwood	0	1368
Underwood	1	5441
Woodridge	0	4554
Woodridge	1	8428
Bowen	0	1800
Bowen	1	8074
Broadsound - Nebo	0	2815
Broadsound - Nebo	1	5915
Clermont	0	627
Clermont	1	3266
Collinsville	0	764
Collinsville	1	3134
Moranbah	0	2377
Moranbah	1	7048
Andergrove - Beaconsfield	0	1970
Andergrove - Beaconsfield	1	13854
East Mackay	0	594
East Mackay	1	3162
Eimeo - Rural View	0	1939
Eimeo - Rural View	1	11556
Eungella Hinterland	0	0
Eungella Hinterland	1	9
Mackay	0	1232
Mackay	1	2794
Mackay Harbour	0	147
Mackay Harbour	1	468
Mount Pleasant - Glenella	0	1373
Mount Pleasant - Glenella	1	10185
North Mackay	0	844
North Mackay	1	5439
Ooralea - Bakers Creek	0	829
Ooralea - Bakers Creek	1	5112
Pioneer Valley	0	1280
Pioneer Valley	1	7617
Sarina	0	1560
Sarina	1	10262
Seaforth - Calen	0	1046
Seaforth - Calen	1	7135
Shoal Point - Bucasia	0	901
Shoal Point - Bucasia	1	5183
Slade Point	0	449
Slade Point	1	3006
South Mackay	0	1040
South Mackay	1	5878
Walkerston - Eton	0	960
Walkerston - Eton	1	7497
West Mackay	0	992
West Mackay	1	5372
Airlie - Whitsundays	0	3623
Airlie - Whitsundays	1	10900
Cape Conway	0	0
Cape Conway	1	0
Proserpine	0	1089
Proserpine	1	7769
Beachmere - Sandstone Point	0	1650
Beachmere - Sandstone Point	1	14819
Bribie Island	0	2222
Bribie Island	1	18390
Burpengary - East	0	712
Burpengary - East	1	5946
Caboolture - South	0	3603
Caboolture - South	1	20022
Elimbah	0	384
Elimbah	1	3906
Morayfield - East	0	1711
Morayfield - East	1	9367
Wamuran	0	451
Wamuran	1	3777
Caboolture - East	0	2922
Caboolture - East	1	14814
Caboolture - West	0	1579
Caboolture - West	1	10586
Kilcoy	0	1226
Kilcoy	1	4573
Woodford - D'Aguilar	0	2191
Woodford - D'Aguilar	1	6909
Burpengary	0	1830
Burpengary	1	14658
Deception Bay	0	3315
Deception Bay	1	19371
Morayfield	0	677
Morayfield	1	5190
Narangba	0	2304
Narangba	1	18610
Upper Caboolture	0	264
Upper Caboolture	1	2996
Clontarf	0	1077
Clontarf	1	7338
Margate - Woody Point	0	1618
Margate - Woody Point	1	10356
Redcliffe	0	1481
Redcliffe	1	8953
Rothwell - Kippa-Ring	0	2378
Rothwell - Kippa-Ring	1	15007
Moreton Island	0	124
Moreton Island	1	185
Scarborough - Newport	0	1803
Scarborough - Newport	1	13454
Albany Creek	0	1216
Albany Creek	1	15194
Cashmere	0	1599
Cashmere	1	18044
Dayboro	0	854
Dayboro	1	8359
Eatons Hill	0	520
Eatons Hill	1	7302
The Hills District	0	1841
The Hills District	1	22472
Samford Valley	0	936
Samford Valley	1	11449
Murrumba Downs - Griffin	0	3549
Murrumba Downs - Griffin	1	19540
Dakabin	0	925
Dakabin	1	4350
Kallangur	0	3168
Kallangur	1	18581
Mango Hill	0	3253
Mango Hill	1	11668
North Lakes	0	4228
North Lakes	1	18802
Bray Park	0	1189
Bray Park	1	9082
Lawnton	0	870
Lawnton	1	6225
Petrie	0	920
Petrie	1	7815
Strathpine - Brendale	0	2452
Strathpine - Brendale	1	11295
Aurukun	0	79
Aurukun	1	1022
Cape York	0	1409
Cape York	1	6394
Croydon - Etheridge	0	162
Croydon - Etheridge	1	819
Kowanyama - Pormpuraaw	0	179
Kowanyama - Pormpuraaw	1	1512
Northern Peninsula	0	297
Northern Peninsula	1	2484
Tablelands	0	2023
Tablelands	1	4181
Torres	0	311
Torres	1	3110
Torres Strait Islands	0	263
Torres Strait Islands	1	3861
Weipa	0	638
Weipa	1	3459
Carpentaria	0	538
Carpentaria	1	4383
Mount Isa	0	3504
Mount Isa	1	14813
Mount Isa Surrounds	0	836
Mount Isa Surrounds	1	3208
Northern Highlands	0	557
Northern Highlands	1	2538
Barcaldine - Blackall	0	529
Barcaldine - Blackall	1	4220
Charleville	0	674
Charleville	1	3297
Far Central West	0	358
Far Central West	1	1798
Far South West	0	225
Far South West	1	2488
Longreach	0	616
Longreach	1	3031
Buderim - North	0	2071
Buderim - North	1	15889
Buderim - South	0	2340
Buderim - South	1	15161
Mountain Creek	0	1842
Mountain Creek	1	10108
Sippy Downs	0	2001
Sippy Downs	1	9543
Aroona - Currimundi	0	901
Aroona - Currimundi	1	9142
Buddina - Minyama	0	912
Buddina - Minyama	1	6044
Caloundra - Kings Beach	0	1157
Caloundra - Kings Beach	1	5816
Golden Beach - Pelican Waters	0	1441
Golden Beach - Pelican Waters	1	11594
Moffat Beach - Battery Hill	0	945
Moffat Beach - Battery Hill	1	7185
Parrearra - Warana	0	1277
Parrearra - Warana	1	9115
Wurtulla - Birtinya	0	1389
Wurtulla - Birtinya	1	9282
Caloundra West - Baringa	0	2416
Caloundra West - Baringa	1	13291
Meridan Plains - Little Mountain (North)	0	1873
Meridan Plains - Little Mountain (North)	1	12524
Coolum Beach	0	1840
Coolum Beach	1	14108
Marcoola - Mudjimba	0	1510
Marcoola - Mudjimba	1	10451
Maroochydore - Kuluin	0	4621
Maroochydore - Kuluin	1	18706
Mooloolaba - Alexandra Headland	0	2236
Mooloolaba - Alexandra Headland	1	10207
Noosa Heads	0	881
Noosa Heads	1	4239
Noosaville	0	1362
Noosaville	1	7982
Sunshine Beach	0	1075
Sunshine Beach	1	5776
Tewantin	0	1293
Tewantin	1	9245
Peregian Beach - Marcus Beach	0	508
Peregian Beach - Marcus Beach	1	3599
Peregian Springs	0	1659
Peregian Springs	1	9035
Beerwah	0	1094
Beerwah	1	8161
Caloundra Hinterland	0	1071
Caloundra Hinterland	1	8039
Glass House Mountains	0	722
Glass House Mountains	1	5830
Landsborough	0	2057
Landsborough	1	13595
Maroochy Hinterland	0	755
Maroochy Hinterland	1	6075
Palmwoods	0	1230
Palmwoods	1	10413
Bli Bli	0	1056
Bli Bli	1	9694
Diddillibah - Rosemount	0	426
Diddillibah - Rosemount	1	3977
Eumundi - Yandina	0	1388
Eumundi - Yandina	1	10960
Nambour	0	2452
Nambour	1	20040
Noosa Hinterland	0	2768
Noosa Hinterland	1	21439
Cambooya - Wyreema	0	577
Cambooya - Wyreema	1	7322
Darling Heights	0	3143
Darling Heights	1	11433
Drayton - Harristown	0	1583
Drayton - Harristown	1	9240
Gatton	0	2215
Gatton	1	5736
Gowrie (Qld)	0	415
Gowrie (Qld)	1	6644
Highfields	0	940
Highfields	1	13642
Lockyer Valley - West	0	1173
Lockyer Valley - West	1	10770
Middle Ridge	0	756
Middle Ridge	1	6839
Newtown (Qld)	0	1544
Newtown (Qld)	1	8495
North Toowoomba - Harlaxton	0	979
North Toowoomba - Harlaxton	1	5447
Rangeville	0	788
Rangeville	1	7880
Toowoomba - Central	0	2213
Toowoomba - Central	1	11774
Toowoomba - East	0	1136
Toowoomba - East	1	9397
Toowoomba - West	0	1497
Toowoomba - West	1	14351
Wilsonton	0	1638
Wilsonton	1	12474
Ayr	0	1250
Ayr	1	7737
Burdekin	0	849
Burdekin	1	6809
Charters Towers	0	1293
Charters Towers	1	6747
Dalrymple	0	559
Dalrymple	1	3195
Ingham	0	462
Ingham	1	3993
Ingham Surrounds	0	581
Ingham Surrounds	1	5881
Palm Island	0	122
Palm Island	1	1976
Aitkenvale	0	843
Aitkenvale	1	3954
Annandale (Qld)	0	2000
Annandale (Qld)	1	8116
Belgian Gardens - Pallarenda	0	387
Belgian Gardens - Pallarenda	1	2805
Bohle Plains	0	546
Bohle Plains	1	7969
Condon - Rasmussen	0	1330
Condon - Rasmussen	1	9469
Cranbrook	0	807
Cranbrook	1	5037
Douglas	0	1254
Douglas	1	6614
Garbutt - West End	0	1008
Garbutt - West End	1	5265
Gulliver - Currajong - Vincent	0	1012
Gulliver - Currajong - Vincent	1	6574
Heatley	0	535
Heatley	1	3372
Hermit Park - Rosslea	0	849
Hermit Park - Rosslea	1	4566
Hyde Park - Pimlico	0	719
Hyde Park - Pimlico	1	4009
Kelso	0	1246
Kelso	1	9437
Kirwan - East	0	1054
Kirwan - East	1	6639
Kirwan - West	0	1449
Kirwan - West	1	13495
Magnetic Island	0	422
Magnetic Island	1	2053
Mount Louisa	0	976
Mount Louisa	1	9134
Mundingburra	0	445
Mundingburra	1	3149
Northern Beaches	0	751
Northern Beaches	1	5815
Oonoonba	0	820
Oonoonba	1	6213
South Townsville - Railway Estate	0	866
South Townsville - Railway Estate	1	4430
Townsville - South	0	631
Townsville - South	1	4136
Townsville City - North Ward	0	1835
Townsville City - North Ward	1	7281
Wulguru - Roseneath	0	1641
Wulguru - Roseneath	1	4450
Burdell - Mount Low	0	1967
Burdell - Mount Low	1	17370
Deeragun - Jensen	0	548
Deeragun - Jensen	1	5526
Ashfield - Kepnock	0	671
Ashfield - Kepnock	1	4988
Bargara - Burnett Heads	0	1865
Bargara - Burnett Heads	1	17143
Branyan - Kensington	0	443
Branyan - Kensington	1	4941
Bundaberg	0	1382
Bundaberg	1	4865
Bundaberg East - Kalkie	0	594
Bundaberg East - Kalkie	1	5210
Bundaberg North - Gooburrum	0	843
Bundaberg North - Gooburrum	1	6605
Bundaberg Surrounds - North	0	1120
Bundaberg Surrounds - North	1	8156
Bundaberg Surrounds - South	0	1519
Bundaberg Surrounds - South	1	9259
Millbank - Avoca	0	577
Millbank - Avoca	1	6829
Svensson Heights - Norville	0	542
Svensson Heights - Norville	1	5267
Walkervale - Avenell Heights	0	1087
Walkervale - Avenell Heights	1	9895
Gayndah - Mundubbera	0	1139
Gayndah - Mundubbera	1	5256
Gin Gin	0	771
Gin Gin	1	4631
Kingaroy	0	1200
Kingaroy	1	9345
Kingaroy Surrounds - North	0	1080
Kingaroy Surrounds - North	1	8410
Kingaroy Surrounds - South	0	418
Kingaroy Surrounds - South	1	3739
Monto - Eidsvold	0	451
Monto - Eidsvold	1	3222
Nanango	0	1347
Nanango	1	8656
North Burnett	0	6
North Burnett	1	11
Cooloola	0	772
Cooloola	1	5796
Gympie - North	0	1396
Gympie - North	1	13470
Gympie - South	0	610
Gympie - South	1	6951
Gympie Surrounds	0	2221
Gympie Surrounds	1	18138
Kilkivan	0	477
Kilkivan	1	3311
Booral - River Heads	0	524
Booral - River Heads	1	5251
Craignish - Dundowran Beach	0	522
Craignish - Dundowran Beach	1	5052
Pialba - Eli Waters	0	1891
Pialba - Eli Waters	1	13965
Point Vernon	0	645
Point Vernon	1	5073
Torquay - Scarness - Kawungan	0	1830
Torquay - Scarness - Kawungan	1	13956
Urangan - Wondunna	0	1677
Urangan - Wondunna	1	13104
Burrum - Fraser	0	1053
Burrum - Fraser	1	9541
Granville	0	273
Granville	1	2778
Maryborough (Qld)	0	2277
Maryborough (Qld)	1	16281
Maryborough Surrounds - South	0	1159
Maryborough Surrounds - South	1	8389
Tinana	0	488
Tinana	1	5384
Migratory - Offshore - Shipping (Qld)	0	154
Migratory - Offshore - Shipping (Qld)	1	29
No usual address (Qld)	0	5049
No usual address (Qld)	1	9621
Adelaide	0	8608
Adelaide	1	9594
North Adelaide	0	1377
North Adelaide	1	5446
Adelaide Hills	0	560
Adelaide Hills	1	6491
Aldgate - Stirling	0	1215
Aldgate - Stirling	1	16993
Hahndorf - Echunga	0	417
Hahndorf - Echunga	1	4309
Lobethal - Woodside	0	790
Lobethal - Woodside	1	8658
Mount Barker	0	1815
Mount Barker	1	20298
Mount Barker Surrounds	0	538
Mount Barker Surrounds	1	6287
Nairne	0	401
Nairne	1	4926
Uraidla - Summertown	0	643
Uraidla - Summertown	1	5399
Burnside - Wattle Park	0	2554
Burnside - Wattle Park	1	16512
Beaumont - Glen Osmond	0	1610
Beaumont - Glen Osmond	1	8718
Toorak Gardens	0	2547
Toorak Gardens	1	14088
Athelstone	0	890
Athelstone	1	8711
Paradise - Newton	0	4341
Paradise - Newton	1	17260
Rostrevor - Magill	0	4673
Rostrevor - Magill	1	19295
Norwood (SA)	0	2216
Norwood (SA)	1	8633
Payneham - Felixstow	0	2451
Payneham - Felixstow	1	10671
St Peters - Marden	0	2001
St Peters - Marden	1	11514
Nailsworth - Broadview	0	939
Nailsworth - Broadview	1	5545
Prospect	0	2511
Prospect	1	13274
Walkerville	0	1124
Walkerville	1	6899
Goodwood - Millswood	0	2124
Goodwood - Millswood	1	15526
Unley - Parkside	0	2813
Unley - Parkside	1	18185
Gawler - North	0	620
Gawler - North	1	8925
Gawler - South	0	1811
Gawler - South	1	19851
Lewiston - Two Wells	0	537
Lewiston - Two Wells	1	5968
Craigmore - Blakeview	0	1798
Craigmore - Blakeview	1	18122
Davoren Park	0	2451
Davoren Park	1	15862
Elizabeth	0	2359
Elizabeth	1	8470
Elizabeth East	0	2065
Elizabeth East	1	11982
Munno Para West - Angle Vale	0	1434
Munno Para West - Angle Vale	1	14781
One Tree Hill	0	179
One Tree Hill	1	2294
Smithfield - Elizabeth North	0	1959
Smithfield - Elizabeth North	1	10487
Virginia - Waterloo Corner	0	749
Virginia - Waterloo Corner	1	4944
Enfield - Blair Athol	0	6499
Enfield - Blair Athol	1	19079
Windsor Gardens	0	4975
Windsor Gardens	1	17612
Northgate - Northfield	0	4051
Northgate - Northfield	1	14137
Valley View - Gilles Plains	0	1595
Valley View - Gilles Plains	1	8909
Dry Creek - North	0	0
Dry Creek - North	1	0
Ingle Farm	0	2083
Ingle Farm	1	13598
Para Hills	0	1969
Para Hills	1	13125
Parafield	0	5
Parafield	1	16
Parafield Gardens	0	3028
Parafield Gardens	1	15439
Paralowie	0	2372
Paralowie	1	15444
Salisbury	0	3906
Salisbury	1	14688
Salisbury East	0	2110
Salisbury East	1	16344
Salisbury North	0	2847
Salisbury North	1	15640
Mawson Lakes - Globe Derby Park	0	2933
Mawson Lakes - Globe Derby Park	1	10922
Pooraka - Cavan	0	1268
Pooraka - Cavan	1	6812
Golden Grove	0	861
Golden Grove	1	9545
Greenwith	0	502
Greenwith	1	8515
Highbury - Dernancourt	0	1028
Highbury - Dernancourt	1	10020
Hope Valley - Modbury	0	2820
Hope Valley - Modbury	1	14676
Modbury Heights	0	1884
Modbury Heights	1	17364
Redwood Park	0	1088
Redwood Park	1	15188
St Agnes - Ridgehaven	0	1216
St Agnes - Ridgehaven	1	11945
Brighton (SA)	0	1445
Brighton (SA)	1	13746
Glenelg (SA)	0	2522
Glenelg (SA)	1	18000
Edwardstown	0	2689
Edwardstown	1	11874
Hallett Cove	0	1290
Hallett Cove	1	11319
Marino - Seaview Downs	0	909
Marino - Seaview Downs	1	8794
Mitchell Park	0	3061
Mitchell Park	1	13455
Morphettville	0	2090
Morphettville	1	14441
Sheidow Park - Trott Park	0	764
Sheidow Park - Trott Park	1	9447
Warradale	0	2536
Warradale	1	13654
Belair	0	419
Belair	1	4477
Bellevue Heights	0	1286
Bellevue Heights	1	6322
Blackwood	0	848
Blackwood	1	12115
Colonel Light Gardens	0	1513
Colonel Light Gardens	1	14329
Mitcham (SA)	0	1465
Mitcham (SA)	1	15041
Panorama	0	1244
Panorama	1	7231
Aberfoyle Park	0	815
Aberfoyle Park	1	11096
Aldinga	0	1625
Aldinga	1	14298
Christie Downs	0	1305
Christie Downs	1	8170
Christies Beach	0	1233
Christies Beach	1	9817
Clarendon	0	232
Clarendon	1	2497
Coromandel Valley	0	279
Coromandel Valley	1	4190
Flagstaff Hill	0	988
Flagstaff Hill	1	9796
Hackham - Onkaparinga Hills	0	654
Hackham - Onkaparinga Hills	1	6221
Hackham West - Huntfield Heights	0	888
Hackham West - Huntfield Heights	1	6930
Happy Valley	0	963
Happy Valley	1	12901
Happy Valley Reservoir	0	0
Happy Valley Reservoir	1	0
Lonsdale	0	3
Lonsdale	1	20
McLaren Vale	0	679
McLaren Vale	1	6665
Morphett Vale - East	0	1370
Morphett Vale - East	1	12493
Morphett Vale - West	0	1094
Morphett Vale - West	1	9044
Reynella	0	863
Reynella	1	9423
Willunga	0	313
Willunga	1	3291
Woodcroft	0	792
Woodcroft	1	10760
Seaford - Seaford Meadows	0	1425
Seaford - Seaford Meadows	1	12752
Seaford Rise - Moana	0	1033
Seaford Rise - Moana	1	9596
Beverley	0	1219
Beverley	1	7678
Flinders Park	0	2391
Flinders Park	1	13970
Henley Beach	0	1550
Henley Beach	1	14084
Hindmarsh - Brompton	0	2920
Hindmarsh - Brompton	1	16156
Royal Park - Hendon - Albert Park	0	629
Royal Park - Hendon - Albert Park	1	5870
Seaton - Grange	0	2028
Seaton - Grange	1	15473
West Lakes	0	1372
West Lakes	1	13833
Woodville - Cheltenham	0	3045
Woodville - Cheltenham	1	16224
Dry Creek - South	0	0
Dry Creek - South	1	0
Largs Bay - Semaphore	0	1274
Largs Bay - Semaphore	1	13533
North Haven	0	1200
North Haven	1	13600
Port Adelaide	0	1395
Port Adelaide	1	10194
The Parks	0	4243
The Parks	1	15402
Torrens Island	0	1
Torrens Island	1	3
Adelaide Airport	0	0
Adelaide Airport	1	4
Fulham	0	309
Fulham	1	2611
Lockleys	0	2104
Lockleys	1	11348
Plympton	0	5573
Plympton	1	20907
Richmond (SA)	0	2862
Richmond (SA)	1	14160
West Beach	0	569
West Beach	1	4606
Barossa - Angaston	0	579
Barossa - Angaston	1	5907
Light	0	794
Light	1	9003
Lyndoch	0	459
Lyndoch	1	6085
Mallala	0	539
Mallala	1	2796
Nuriootpa	0	431
Nuriootpa	1	6726
Tanunda	0	320
Tanunda	1	4346
Clare	0	334
Clare	1	3762
Gilbert Valley	0	484
Gilbert Valley	1	4532
Goyder	0	402
Goyder	1	3677
Wakefield - Barunga West	0	830
Wakefield - Barunga West	1	8670
Jamestown	0	340
Jamestown	1	4256
Peterborough - Mount Remarkable	0	650
Peterborough - Mount Remarkable	1	4691
Port Pirie	0	1122
Port Pirie	1	12774
Port Pirie Surrounds	0	200
Port Pirie Surrounds	1	3135
Kadina	0	407
Kadina	1	5007
Moonta	0	572
Moonta	1	4645
Wallaroo	0	395
Wallaroo	1	4031
Yorke Peninsula - North	0	628
Yorke Peninsula - North	1	6830
Yorke Peninsula - South	0	395
Yorke Peninsula - South	1	3747
Ceduna	0	307
Ceduna	1	2390
Eyre Peninsula	0	480
Eyre Peninsula	1	6344
Kimba - Cleve - Franklin Harbour	0	440
Kimba - Cleve - Franklin Harbour	1	3761
Le Hunte - Elliston	0	222
Le Hunte - Elliston	1	1900
Port Lincoln	0	1701
Port Lincoln	1	14606
West Coast (SA)	0	364
West Coast (SA)	1	3282
Western	0	25
Western	1	111
Whyalla	0	2700
Whyalla	1	18454
Whyalla - North	0	0
Whyalla - North	1	0
APY Lands	0	124
APY Lands	1	2209
Coober Pedy	0	435
Coober Pedy	1	1131
Quorn - Lake Gilles	0	245
Quorn - Lake Gilles	1	1897
Outback	0	410
Outback	1	1620
Port Augusta	0	2199
Port Augusta	1	11316
Roxby Downs	0	785
Roxby Downs	1	3191
Goolwa - Port Elliot	0	1005
Goolwa - Port Elliot	1	11511
Kangaroo Island	0	674
Kangaroo Island	1	4220
Strathalbyn	0	624
Strathalbyn	1	7247
Strathalbyn Surrounds	0	839
Strathalbyn Surrounds	1	7130
Victor Harbor	0	1247
Victor Harbor	1	14600
Yankalilla	0	605
Yankalilla	1	5893
Grant	0	1261
Grant	1	4877
Kingston - Robe	0	333
Kingston - Robe	1	3539
Millicent	0	424
Millicent	1	4821
Naracoorte	0	1081
Naracoorte	1	5212
Naracoorte Surrounds	0	255
Naracoorte Surrounds	1	2140
Penola	0	347
Penola	1	2760
Tatiara	0	1078
Tatiara	1	5813
Wattle Range	0	361
Wattle Range	1	3109
Mount Gambier - East	0	1430
Mount Gambier - East	1	13517
Mount Gambier - West	0	1419
Mount Gambier - West	1	13080
Barmera	0	519
Barmera	1	5882
Berri	0	494
Berri	1	3649
Karoonda - Lameroo	0	429
Karoonda - Lameroo	1	2492
Loxton	0	468
Loxton	1	5107
Loxton Surrounds	0	201
Loxton Surrounds	1	1541
Mannum	0	740
Mannum	1	5854
Murray Bridge	0	2544
Murray Bridge	1	15699
Murray Bridge Surrounds	0	314
Murray Bridge Surrounds	1	3418
Renmark	0	640
Renmark	1	4065
Renmark Surrounds	0	565
Renmark Surrounds	1	4515
The Coorong	0	715
The Coorong	1	4758
Waikerie	0	984
Waikerie	1	5662
Migratory - Offshore - Shipping (SA)	0	12
Migratory - Offshore - Shipping (SA)	1	0
No usual address (SA)	0	1042
No usual address (SA)	1	2335
Augusta	0	1001
Augusta	1	5594
Busselton Surrounds	0	1588
Busselton Surrounds	1	10312
Margaret River	0	1743
Margaret River	1	8450
Busselton - East	0	1131
Busselton - East	1	8228
Busselton - West	0	2036
Busselton - West	1	17256
Australind - Leschenault	0	2194
Australind - Leschenault	1	17062
Capel	0	618
Capel	1	4839
College Grove - Carey Park	0	1528
College Grove - Carey Park	1	5448
Collie	0	988
Collie	1	7824
Dardanup	0	318
Dardanup	1	2968
Davenport	0	1
Davenport	1	7
Eaton - Pelican Point	0	1433
Eaton - Pelican Point	1	10894
Harvey	0	1405
Harvey	1	7904
East Bunbury - Glen Iris	0	882
East Bunbury - Glen Iris	1	6313
Waroona	0	554
Waroona	1	3680
Dalyellup	0	1337
Dalyellup	1	8433
Gelorup - Stratham	0	238
Gelorup - Stratham	1	2804
South Bunbury - Bunbury	0	1688
South Bunbury - Bunbury	1	11072
Withers - Usher	0	772
Withers - Usher	1	4347
Bridgetown - Boyup Brook	0	912
Bridgetown - Boyup Brook	1	6156
Donnybrook - Balingup	0	721
Donnybrook - Balingup	1	5434
Manjimup	0	597
Manjimup	1	4850
Pemberton	0	876
Pemberton	1	4322
Dawesville - Bouvard	0	1005
Dawesville - Bouvard	1	7493
Falcon - Wannanup	0	1076
Falcon - Wannanup	1	8588
Greenfields	0	1308
Greenfields	1	8561
Halls Head - Erskine	0	2522
Halls Head - Erskine	1	17383
Mandurah	0	2098
Mandurah	1	8158
Mandurah - East	0	760
Mandurah - East	1	5839
Mandurah - North	0	3132
Mandurah - North	1	18129
Mandurah - South	0	1518
Mandurah - South	1	9805
Pinjarra	0	1267
Pinjarra	1	8996
City Beach	0	647
City Beach	1	6158
Claremont (WA)	0	1491
Claremont (WA)	1	7757
Cottesloe	0	853
Cottesloe	1	6897
Floreat	0	745
Floreat	1	7876
Mosman Park - Peppermint Grove	0	1567
Mosman Park - Peppermint Grove	1	9197
Nedlands - Dalkeith - Crawley	0	3457
Nedlands - Dalkeith - Crawley	1	15479
Swanbourne - Mount Claremont	0	1001
Swanbourne - Mount Claremont	1	8611
Kings Park (WA)	0	16
Kings Park (WA)	1	32
Mount Hawthorn - Leederville	0	1376
Mount Hawthorn - Leederville	1	10496
Mount Lawley - Inglewood	0	2244
Mount Lawley - Inglewood	1	14690
North Perth	0	1131
North Perth	1	8576
Subiaco - Shenton Park	0	2825
Subiaco - Shenton Park	1	14702
Wembley - West Leederville - Glendalough	0	4488
Wembley - West Leederville - Glendalough	1	14614
East Perth	0	4784
East Perth	1	7014
Perth (North) - Highgate	0	3301
Perth (North) - Highgate	1	8113
Perth (West) - Northbridge	0	5600
Perth (West) - Northbridge	1	6519
Bassendean - Eden Hill - Ashfield	0	2155
Bassendean - Eden Hill - Ashfield	1	13777
Bayswater - Embleton - Bedford	0	3375
Bayswater - Embleton - Bedford	1	21148
Maylands	0	2910
Maylands	1	10384
Morley	0	4098
Morley	1	18616
Noranda	0	792
Noranda	1	7210
Chidlow	0	2180
Chidlow	1	2453
Glen Forrest - Darlington	0	656
Glen Forrest - Darlington	1	6567
Helena Valley - Koongamia	0	575
Helena Valley - Koongamia	1	5205
Malmalling - Reservoir	0	0
Malmalling - Reservoir	1	10
Mundaring	0	1307
Mundaring	1	11998
Swan View - Greenmount - Midvale	0	1853
Swan View - Greenmount - Midvale	1	10985
Avon Valley National Park	0	0
Avon Valley National Park	1	5
Ballajura	0	2633
Ballajura	1	15872
Beechboro	0	3790
Beechboro	1	17558
Bullsbrook	0	752
Bullsbrook	1	4853
Gidgegannup	0	315
Gidgegannup	1	2503
Hazelmere - Guildford	0	744
Hazelmere - Guildford	1	4664
Lockridge - Kiara	0	1911
Lockridge - Kiara	1	10607
Malaga	0	13
Malaga	1	12
Melaleuca - Lexia	0	0
Melaleuca - Lexia	1	0
Middle Swan - Herne Hill	0	773
Middle Swan - Herne Hill	1	4905
Midland - Guildford	0	2237
Midland - Guildford	1	8850
Stratton - Jane Brook	0	783
Stratton - Jane Brook	1	6236
The Vines	0	1740
The Vines	1	10717
Walyunga National Park	0	0
Walyunga National Park	1	0
Aveley	0	2553
Aveley	1	13127
Brabham - Henley Brook	0	1896
Brabham - Henley Brook	1	9268
Ellenbrook	0	3210
Ellenbrook	1	15801
Craigie - Beldon	0	1366
Craigie - Beldon	1	9190
Currambine - Kinross	0	1950
Currambine - Kinross	1	11869
Duncraig	0	1380
Duncraig	1	14602
Greenwood - Warwick	0	1595
Greenwood - Warwick	1	12128
Heathridge - Connolly	0	1444
Heathridge - Connolly	1	9128
Hillarys	0	1057
Hillarys	1	10143
Iluka - Burns Beach	0	1145
Iluka - Burns Beach	1	8592
Joondalup - Edgewater	0	2541
Joondalup - Edgewater	1	11304
Kingsley	0	1228
Kingsley	1	11976
Mullaloo - Kallaroo	0	1233
Mullaloo - Kallaroo	1	10260
Ocean Reef	0	918
Ocean Reef	1	7207
Padbury	0	948
Padbury	1	7678
Sorrento - Marmion	0	799
Sorrento - Marmion	1	9394
Woodvale	0	878
Woodvale	1	8701
Balcatta - Hamersley	0	2445
Balcatta - Hamersley	1	13580
Balga - Mirrabooka	0	5913
Balga - Mirrabooka	1	15119
