SED_NAME21	Religion	Denomination	Sex	persons
Lee	(Other)	Sikhism	F	149
Lee	(Other)	Sikhism	M	198
Lee	Buddhism		F	240
Lee	Buddhism		M	151
Lee	Christianity		F	460
Lee	Christianity		M	380
Lee	Christianity	(Other)	F	18
Lee	Christianity	(Other)	M	24
Lee	Christianity	Anglican	F	1320
Lee	Christianity	Anglican	M	1028
Lee	Christianity	Baptist	F	278
Lee	Christianity	Baptist	M	234
Lee	Christianity	Catholic	F	4685
Lee	Christianity	Catholic	M	4084
Lee	Christianity	Churches Of Christ	F	17
Lee	Christianity	Churches Of Christ	M	7
Lee	Christianity	Eastern Orthodox	F	1128
Lee	Christianity	Eastern Orthodox	M	990
Lee	Christianity	Jehovah's Witnesses	F	58
Lee	Christianity	Jehovah's Witnesses	M	49
Lee	Christianity	Latter Day Saints	F	35
Lee	Christianity	Latter Day Saints	M	29
Lee	Christianity	Lutheran	F	263
Lee	Christianity	Lutheran	M	172
Lee	Christianity	Oriental Orthodox	F	24
Lee	Christianity	Oriental Orthodox	M	29
Lee	Christianity	Pentecostal	F	252
Lee	Christianity	Pentecostal	M	224
Lee	Christianity	Presbyterian Reformed	F	100
Lee	Christianity	Presbyterian Reformed	M	81
Lee	Christianity	Protestant (Other)	F	77
Lee	Christianity	Protestant (Other)	M	51
Lee	Christianity	Salvation Army	F	20
Lee	Christianity	Salvation Army	M	23
Lee	Christianity	Seventh Day Adventist	F	11
Lee	Christianity	Seventh Day Adventist	M	7
Lee	Christianity	Uniting Church	F	816
Lee	Christianity	Uniting Church	M	550
Lee	Hinduism		F	196
Lee	Hinduism		M	238
Lee	Islam		F	225
Lee	Islam		M	272
Lee	Judaism		F	5
Lee	Judaism		M	4
Lee	No religion		F	6064
Lee	No religion		M	6221
Light	(Other)		F	991
Light	(Other)		M	1058
Light	(Other)	(Other)	F	94
Light	(Other)	(Other)	M	61
Light	(Other)	Other spiritual beliefs	F	45
Light	(Other)	Other spiritual beliefs	M	29
Light	(Other)	Secular beliefs	F	45
Light	(Other)	Secular beliefs	M	64
Light	(Other)	Sikhism	F	36
Light	(Other)	Sikhism	M	35
Light	Buddhism		F	179
Light	Buddhism		M	113
Light	Christianity		F	554
Light	Christianity		M	468
Light	Christianity	(Other)	F	26
Light	Christianity	(Other)	M	19
Light	Christianity	Anglican	F	1951
Light	Christianity	Anglican	M	1469
Light	Christianity	Baptist	F	223
Light	Christianity	Baptist	M	194
Light	Christianity	Catholic	F	2427
Light	Christianity	Catholic	M	2053
Light	Christianity	Churches Of Christ	F	49
Light	Christianity	Churches Of Christ	M	45
Light	Christianity	Eastern Orthodox	F	129
Light	Christianity	Eastern Orthodox	M	133
Light	Christianity	Jehovah's Witnesses	F	96
Light	Christianity	Jehovah's Witnesses	M	84
Light	Christianity	Latter Day Saints	F	32
Light	Christianity	Latter Day Saints	M	15
Light	Christianity	Lutheran	F	611
Light	Christianity	Lutheran	M	481
Light	Christianity	Oriental Orthodox	F	4
Light	Christianity	Oriental Orthodox	M	12
Light	Christianity	Pentecostal	F	271
Light	Christianity	Pentecostal	M	252
Light	Christianity	Presbyterian Reformed	F	113
Light	Christianity	Presbyterian Reformed	M	93
Light	Christianity	Protestant (Other)	F	86
Light	Christianity	Protestant (Other)	M	75
Light	Christianity	Salvation Army	F	55
Light	Christianity	Salvation Army	M	41
Light	Christianity	Seventh Day Adventist	F	27
Light	Christianity	Seventh Day Adventist	M	22
Light	Christianity	Uniting Church	F	996
Light	Christianity	Uniting Church	M	690
Light	Hinduism		F	64
Light	Hinduism		M	80
Light	Islam		F	92
Light	Islam		M	108
Light	Judaism		F	3
Light	Judaism		M	8
Light	No religion		F	9324
Light	No religion		M	9871
Mackillop	(Other)		F	1705
Mackillop	(Other)		M	1972
Mackillop	(Other)	(Other)	F	50
Mackillop	(Other)	(Other)	M	28
Mackillop	(Other)	Australian Aboriginal Traditional	F	6
Mackillop	(Other)	Australian Aboriginal Traditional	M	8
Mackillop	(Other)	Other spiritual beliefs	F	31
Mackillop	(Other)	Other spiritual beliefs	M	38
Mackillop	(Other)	Secular beliefs	F	42
Mackillop	(Other)	Secular beliefs	M	52
Mackillop	(Other)	Sikhism	F	20
Mackillop	(Other)	Sikhism	M	44
Mackillop	Buddhism		F	170
Mackillop	Buddhism		M	159
Mackillop	Christianity		F	429
Mackillop	Christianity		M	425
Mackillop	Christianity	(Other)	F	20
Mackillop	Christianity	(Other)	M	24
Mackillop	Christianity	Anglican	F	1636
Mackillop	Christianity	Anglican	M	1532
Mackillop	Christianity	Baptist	F	154
Mackillop	Christianity	Baptist	M	160
Mackillop	Christianity	Brethren	F	4
Mackillop	Christianity	Catholic	F	2358
Mackillop	Christianity	Catholic	M	2086
Mackillop	Christianity	Churches Of Christ	F	71
Mackillop	Christianity	Churches Of Christ	M	60
Mackillop	Christianity	Eastern Orthodox	F	17
Mackillop	Christianity	Eastern Orthodox	M	30
Mackillop	Christianity	Jehovah's Witnesses	F	76
Mackillop	Christianity	Jehovah's Witnesses	M	55
Mackillop	Christianity	Latter Day Saints	F	20
Mackillop	Christianity	Latter Day Saints	M	16
Mackillop	Christianity	Lutheran	F	825
Mackillop	Christianity	Lutheran	M	787
Mackillop	Christianity	Oriental Orthodox	M	4
Mackillop	Christianity	Pentecostal	F	234
Mackillop	Christianity	Pentecostal	M	215
Mackillop	Christianity	Presbyterian Reformed	F	451
Mackillop	Christianity	Presbyterian Reformed	M	437
Mackillop	Christianity	Protestant (Other)	F	43
Mackillop	Christianity	Protestant (Other)	M	41
Mackillop	Christianity	Salvation Army	F	25
Mackillop	Christianity	Salvation Army	M	24
Mackillop	Christianity	Seventh Day Adventist	F	44
Mackillop	Christianity	Seventh Day Adventist	M	38
Mackillop	Christianity	Uniting Church	F	1796
Mackillop	Christianity	Uniting Church	M	1510
Mackillop	Hinduism		F	38
Mackillop	Hinduism		M	81
Mackillop	Islam		F	198
Mackillop	Islam		M	383
Mackillop	Judaism		F	8
Mackillop	Judaism		M	9
Mackillop	No religion		F	8375
Mackillop	No religion		M	9717
Mawson	(Other)		F	1367
Mawson	(Other)		M	1514
Mawson	(Other)	(Other)	F	79
Mawson	(Other)	(Other)	M	60
Mawson	(Other)	Australian Aboriginal Traditional	F	5
Mawson	(Other)	Australian Aboriginal Traditional	M	5
Mawson	(Other)	Other spiritual beliefs	F	73
Mawson	(Other)	Other spiritual beliefs	M	43
Mawson	(Other)	Secular beliefs	F	46
Mawson	(Other)	Secular beliefs	M	73
Mawson	(Other)	Sikhism	F	5
Mawson	(Other)	Sikhism	M	5
Mawson	Buddhism		F	187
Mawson	Buddhism		M	114
Mawson	Christianity		F	597
Mawson	Christianity		M	489
Mawson	Christianity	(Other)	F	32
Mawson	Christianity	(Other)	M	22
Mawson	Christianity	Anglican	F	1798
Mawson	Christianity	Anglican	M	1500
Mawson	Christianity	Baptist	F	217
Mawson	Christianity	Baptist	M	181
Mawson	Christianity	Brethren	F	5
Mawson	Christianity	Brethren	M	4
Mawson	Christianity	Catholic	F	1825
Mawson	Christianity	Catholic	M	1534
Mawson	Christianity	Churches Of Christ	F	26
Mawson	Christianity	Churches Of Christ	M	14
Mawson	Christianity	Eastern Orthodox	F	90
Mawson	Christianity	Eastern Orthodox	M	93
Mawson	Christianity	Jehovah's Witnesses	F	101
Mawson	Christianity	Jehovah's Witnesses	M	88
Mawson	Christianity	Latter Day Saints	F	31
Mawson	Christianity	Latter Day Saints	M	18
Mawson	Christianity	Lutheran	F	318
Mawson	Christianity	Lutheran	M	261
Mawson	Christianity	Oriental Orthodox	F	3
Mawson	Christianity	Pentecostal	F	190
Mawson	Christianity	Pentecostal	M	161
Mawson	Christianity	Presbyterian Reformed	F	121
Mawson	Christianity	Presbyterian Reformed	M	115
Mawson	Christianity	Protestant (Other)	F	58
Mawson	Christianity	Protestant (Other)	M	56
Mawson	Christianity	Salvation Army	F	25
Mawson	Christianity	Salvation Army	M	5
Mawson	Christianity	Seventh Day Adventist	F	22
Mawson	Christianity	Seventh Day Adventist	M	27
Mawson	Christianity	Uniting Church	F	1014
Mawson	Christianity	Uniting Church	M	797
Mawson	Hinduism		F	26
Mawson	Hinduism		M	30
Mawson	Islam		F	21
Mawson	Islam		M	19
Mawson	Judaism		F	10
Mawson	Judaism		M	10
Mawson	No religion		F	10602
Mawson	No religion		M	11118
Morialta	(Other)		F	758
Morialta	(Other)		M	811
Morialta	(Other)	(Other)	F	165
Morialta	(Other)	(Other)	M	162
Morialta	(Other)	Other spiritual beliefs	F	37
Morialta	(Other)	Other spiritual beliefs	M	33
Morialta	(Other)	Secular beliefs	F	27
Morialta	(Other)	Secular beliefs	M	67
Morialta	(Other)	Sikhism	F	230
Morialta	(Other)	Sikhism	M	252
Morialta	Buddhism		F	440
Morialta	Buddhism		M	372
Morialta	Christianity		F	492
Morialta	Christianity		M	447
Morialta	Christianity	(Other)	F	47
Morialta	Christianity	(Other)	M	43
Morialta	Christianity	Anglican	F	1044
Morialta	Christianity	Anglican	M	808
Morialta	Christianity	Baptist	F	346
Morialta	Christianity	Baptist	M	288
Morialta	Christianity	Catholic	F	5521
Morialta	Christianity	Catholic	M	5202
Morialta	Christianity	Churches Of Christ	F	28
Morialta	Christianity	Churches Of Christ	M	27
Morialta	Christianity	Eastern Orthodox	F	685
Morialta	Christianity	Eastern Orthodox	M	684
Morialta	Christianity	Jehovah's Witnesses	F	98
Morialta	Christianity	Jehovah's Witnesses	M	81
Morialta	Christianity	Latter Day Saints	F	63
Morialta	Christianity	Latter Day Saints	M	62
Morialta	Christianity	Lutheran	F	321
Morialta	Christianity	Lutheran	M	257
Morialta	Christianity	Oriental Orthodox	F	32
Morialta	Christianity	Oriental Orthodox	M	38
Morialta	Christianity	Pentecostal	F	232
Morialta	Christianity	Pentecostal	M	203
Morialta	Christianity	Presbyterian Reformed	F	138
Morialta	Christianity	Presbyterian Reformed	M	136
Morialta	Christianity	Protestant (Other)	F	71
Morialta	Christianity	Protestant (Other)	M	67
Morialta	Christianity	Salvation Army	F	20
Morialta	Christianity	Salvation Army	M	16
Morialta	Christianity	Seventh Day Adventist	F	44
Morialta	Christianity	Seventh Day Adventist	M	39
Morialta	Christianity	Uniting Church	F	894
Morialta	Christianity	Uniting Church	M	689
Morialta	Hinduism		F	468
Morialta	Hinduism		M	498
Morialta	Islam		F	369
Morialta	Islam		M	347
Morialta	Judaism		F	22
Morialta	Judaism		M	14
Morialta	No religion		F	6154
Morialta	No religion		M	6738
Morphett	(Other)		F	839
Morphett	(Other)		M	833
Morphett	(Other)	(Other)	F	90
Morphett	(Other)	(Other)	M	58
Morphett	(Other)	Other spiritual beliefs	F	50
Morphett	(Other)	Other spiritual beliefs	M	22
Morphett	(Other)	Secular beliefs	F	50
Morphett	(Other)	Secular beliefs	M	71
Morphett	(Other)	Sikhism	F	182
Morphett	(Other)	Sikhism	M	208
Morphett	Buddhism		F	265
Morphett	Buddhism		M	155
Morphett	Christianity		F	430
Morphett	Christianity		M	346
Morphett	Christianity	(Other)	F	34
Morphett	Christianity	(Other)	M	29
Morphett	Christianity	Anglican	F	1746
Morphett	Christianity	Anglican	M	1371
Morphett	Christianity	Baptist	F	227
Morphett	Christianity	Baptist	M	187
Morphett	Christianity	Catholic	F	3586
Morphett	Christianity	Catholic	M	2988
Morphett	Christianity	Churches Of Christ	F	49
Morphett	Christianity	Churches Of Christ	M	37
Morphett	Christianity	Eastern Orthodox	F	495
Morphett	Christianity	Eastern Orthodox	M	454
Morphett	Christianity	Jehovah's Witnesses	F	55
Morphett	Christianity	Jehovah's Witnesses	M	40
Morphett	Christianity	Latter Day Saints	F	19
Morphett	Christianity	Latter Day Saints	M	19
Morphett	Christianity	Lutheran	F	438
Morphett	Christianity	Lutheran	M	285
Morphett	Christianity	Oriental Orthodox	F	12
Morphett	Christianity	Oriental Orthodox	M	11
Morphett	Christianity	Pentecostal	F	133
Morphett	Christianity	Pentecostal	M	86
Morphett	Christianity	Presbyterian Reformed	F	122
Morphett	Christianity	Presbyterian Reformed	M	119
Morphett	Christianity	Protestant (Other)	F	74
Morphett	Christianity	Protestant (Other)	M	59
Morphett	Christianity	Salvation Army	F	20
Morphett	Christianity	Salvation Army	M	15
Morphett	Christianity	Seventh Day Adventist	F	8
Morphett	Christianity	Seventh Day Adventist	M	9
Morphett	Christianity	Uniting Church	F	983
Morphett	Christianity	Uniting Church	M	665
Morphett	Hinduism		F	441
Morphett	Hinduism		M	449
Morphett	Islam		F	263
Morphett	Islam		M	286
Morphett	Judaism		F	28
Morphett	Judaism		M	15
Morphett	No religion		F	7632
Morphett	No religion		M	7802
Mount Gambier	(Other)		F	1345
Mount Gambier	(Other)		M	1987
Mount Gambier	(Other)	(Other)	F	96
Mount Gambier	(Other)	(Other)	M	64
Mount Gambier	(Other)	Australian Aboriginal Traditional	F	4
Mount Gambier	(Other)	Other spiritual beliefs	F	32
Mount Gambier	(Other)	Other spiritual beliefs	M	27
Mount Gambier	(Other)	Secular beliefs	F	37
Mount Gambier	(Other)	Secular beliefs	M	45
Mount Gambier	(Other)	Sikhism	F	32
Mount Gambier	(Other)	Sikhism	M	26
Mount Gambier	Buddhism		F	109
Mount Gambier	Buddhism		M	77
Mount Gambier	Christianity		F	413
Mount Gambier	Christianity		M	370
Mount Gambier	Christianity	(Other)	F	8
Mount Gambier	Christianity	(Other)	M	4
Mount Gambier	Christianity	Anglican	F	1179
Mount Gambier	Christianity	Anglican	M	1004
Mount Gambier	Christianity	Baptist	F	423
Mount Gambier	Christianity	Baptist	M	379
Mount Gambier	Christianity	Brethren	F	48
Mount Gambier	Christianity	Brethren	M	43
Mount Gambier	Christianity	Catholic	F	2803
Mount Gambier	Christianity	Catholic	M	2270
Mount Gambier	Christianity	Churches Of Christ	F	11
Mount Gambier	Christianity	Churches Of Christ	M	21
Mount Gambier	Christianity	Eastern Orthodox	F	62
Mount Gambier	Christianity	Eastern Orthodox	M	63
Mount Gambier	Christianity	Jehovah's Witnesses	F	60
Mount Gambier	Christianity	Jehovah's Witnesses	M	38
Mount Gambier	Christianity	Latter Day Saints	F	29
Mount Gambier	Christianity	Latter Day Saints	M	29
Mount Gambier	Christianity	Lutheran	F	396
Mount Gambier	Christianity	Lutheran	M	299
Mount Gambier	Christianity	Oriental Orthodox	F	8
Mount Gambier	Christianity	Oriental Orthodox	M	7
Mount Gambier	Christianity	Pentecostal	F	198
Mount Gambier	Christianity	Pentecostal	M	161
Mount Gambier	Christianity	Presbyterian Reformed	F	648
Mount Gambier	Christianity	Presbyterian Reformed	M	564
Mount Gambier	Christianity	Protestant (Other)	F	34
Mount Gambier	Christianity	Protestant (Other)	M	25
Mount Gambier	Christianity	Salvation Army	F	64
Mount Gambier	Christianity	Salvation Army	M	71
Mount Gambier	Christianity	Seventh Day Adventist	F	37
Mount Gambier	Christianity	Seventh Day Adventist	M	25
Mount Gambier	Christianity	Uniting Church	F	936
Mount Gambier	Christianity	Uniting Church	M	662
Mount Gambier	Hinduism		F	57
Mount Gambier	Hinduism		M	73
Mount Gambier	Islam		F	52
Mount Gambier	Islam		M	62
Mount Gambier	Judaism		F	7
Mount Gambier	Judaism		M	3
Mount Gambier	No religion		F	8702
Mount Gambier	No religion		M	9283
Narungga	(Other)		F	1386
Narungga	(Other)		M	1574
Narungga	(Other)	(Other)	F	44
Narungga	(Other)	(Other)	M	36
Narungga	(Other)	Australian Aboriginal Traditional	F	4
Narungga	(Other)	Australian Aboriginal Traditional	M	10
Narungga	(Other)	Other spiritual beliefs	F	36
Narungga	(Other)	Other spiritual beliefs	M	14
Narungga	(Other)	Secular beliefs	F	23
Narungga	(Other)	Secular beliefs	M	33
Narungga	(Other)	Sikhism	F	6
Narungga	(Other)	Sikhism	M	14
Narungga	Buddhism		F	76
Narungga	Buddhism		M	40
Narungga	Christianity		F	381
Narungga	Christianity		M	365
Narungga	Christianity	(Other)	F	6
Narungga	Christianity	(Other)	M	5
Narungga	Christianity	Anglican	F	1543
Narungga	Christianity	Anglican	M	1306
Narungga	Christianity	Baptist	F	211
Narungga	Christianity	Baptist	M	170
Narungga	Christianity	Brethren	M	3
Narungga	Christianity	Catholic	F	1746
Narungga	Christianity	Catholic	M	1601
Narungga	Christianity	Churches Of Christ	F	68
Narungga	Christianity	Churches Of Christ	M	59
Narungga	Christianity	Eastern Orthodox	F	57
Narungga	Christianity	Eastern Orthodox	M	84
Narungga	Christianity	Jehovah's Witnesses	F	72
Narungga	Christianity	Jehovah's Witnesses	M	48
Narungga	Christianity	Latter Day Saints	F	15
Narungga	Christianity	Latter Day Saints	M	10
Narungga	Christianity	Lutheran	F	556
Narungga	Christianity	Lutheran	M	565
Narungga	Christianity	Pentecostal	F	266
Narungga	Christianity	Pentecostal	M	196
Narungga	Christianity	Presbyterian Reformed	F	95
Narungga	Christianity	Presbyterian Reformed	M	117
Narungga	Christianity	Protestant (Other)	F	57
Narungga	Christianity	Protestant (Other)	M	53
Narungga	Christianity	Salvation Army	F	44
Narungga	Christianity	Salvation Army	M	30
Narungga	Christianity	Seventh Day Adventist	F	40
Narungga	Christianity	Seventh Day Adventist	M	26
Narungga	Christianity	Uniting Church	F	2514
Narungga	Christianity	Uniting Church	M	2110
Narungga	Hinduism		F	31
Narungga	Hinduism		M	21
Narungga	Islam		F	12
Narungga	Islam		M	16
Narungga	Judaism		F	5
Narungga	No religion		F	6764
Narungga	No religion		M	7970
Newland	(Other)		F	842
Newland	(Other)		M	954
Newland	(Other)	(Other)	F	151
Newland	(Other)	(Other)	M	100
Newland	(Other)	Other spiritual beliefs	F	42
Newland	(Other)	Other spiritual beliefs	M	24
Newland	(Other)	Secular beliefs	F	58
Newland	(Other)	Secular beliefs	M	61
Newland	(Other)	Sikhism	F	277
Newland	(Other)	Sikhism	M	321
Newland	Buddhism		F	241
Newland	Buddhism		M	210
Newland	Christianity		F	656
Newland	Christianity		M	530
Newland	Christianity	(Other)	F	86
Newland	Christianity	(Other)	M	74
Newland	Christianity	Anglican	F	1680
Newland	Christianity	Anglican	M	1281
Newland	Christianity	Baptist	F	397
Newland	Christianity	Baptist	M	336
Newland	Christianity	Brethren	F	4
Newland	Christianity	Catholic	F	2954
Newland	Christianity	Catholic	M	2614
Newland	Christianity	Churches Of Christ	F	45
Newland	Christianity	Churches Of Christ	M	28
Newland	Christianity	Eastern Orthodox	F	272
Newland	Christianity	Eastern Orthodox	M	250
Newland	Christianity	Jehovah's Witnesses	F	114
Newland	Christianity	Jehovah's Witnesses	M	83
Newland	Christianity	Latter Day Saints	F	42
Newland	Christianity	Latter Day Saints	M	25
Newland	Christianity	Lutheran	F	475
Newland	Christianity	Lutheran	M	363
Newland	Christianity	Oriental Orthodox	F	14
Newland	Christianity	Oriental Orthodox	M	13
Newland	Christianity	Pentecostal	F	381
Newland	Christianity	Pentecostal	M	310
Newland	Christianity	Presbyterian Reformed	F	143
Newland	Christianity	Presbyterian Reformed	M	120
Newland	Christianity	Protestant (Other)	F	74
Newland	Christianity	Protestant (Other)	M	67
Newland	Christianity	Salvation Army	F	66
Newland	Christianity	Salvation Army	M	47
Newland	Christianity	Seventh Day Adventist	F	31
Newland	Christianity	Seventh Day Adventist	M	22
Newland	Christianity	Uniting Church	F	1291
Newland	Christianity	Uniting Church	M	875
Newland	Hinduism		F	421
Newland	Hinduism		M	461
Newland	Islam		F	283
Newland	Islam		M	338
Newland	Judaism		F	8
Newland	Judaism		M	8
Newland	No religion		F	7411
Newland	No religion		M	8394
Playford	(Other)		F	1043
Playford	(Other)		M	1141
Playford	(Other)	(Other)	F	113
Playford	(Other)	(Other)	M	90
Playford	(Other)	Other spiritual beliefs	F	30
Playford	(Other)	Other spiritual beliefs	M	22
Playford	(Other)	Secular beliefs	F	30
Playford	(Other)	Secular beliefs	M	47
Playford	(Other)	Sikhism	F	524
Playford	(Other)	Sikhism	M	657
Playford	Buddhism		F	1662
Playford	Buddhism		M	1408
Playford	Christianity		F	675
Playford	Christianity		M	656
Playford	Christianity	(Other)	F	39
Playford	Christianity	(Other)	M	38
Playford	Christianity	Anglican	F	1016
Playford	Christianity	Anglican	M	859
Playford	Christianity	Baptist	F	286
Playford	Christianity	Baptist	M	244
Playford	Christianity	Brethren	F	4
Playford	Christianity	Catholic	F	3406
Playford	Christianity	Catholic	M	3137
Playford	Christianity	Churches Of Christ	F	24
Playford	Christianity	Churches Of Christ	M	23
Playford	Christianity	Eastern Orthodox	F	389
Playford	Christianity	Eastern Orthodox	M	400
Playford	Christianity	Jehovah's Witnesses	F	60
Playford	Christianity	Jehovah's Witnesses	M	36
Playford	Christianity	Latter Day Saints	F	24
Playford	Christianity	Latter Day Saints	M	28
Playford	Christianity	Lutheran	F	185
Playford	Christianity	Lutheran	M	151
Playford	Christianity	Oriental Orthodox	F	67
Playford	Christianity	Oriental Orthodox	M	63
Playford	Christianity	Pentecostal	F	343
Playford	Christianity	Pentecostal	M	321
Playford	Christianity	Presbyterian Reformed	F	108
Playford	Christianity	Presbyterian Reformed	M	90
Playford	Christianity	Protestant (Other)	F	74
Playford	Christianity	Protestant (Other)	M	73
Playford	Christianity	Salvation Army	F	61
Playford	Christianity	Salvation Army	M	46
Playford	Christianity	Seventh Day Adventist	F	45
Playford	Christianity	Seventh Day Adventist	M	51
Playford	Christianity	Uniting Church	F	617
Playford	Christianity	Uniting Church	M	397
Playford	Hinduism		F	1036
Playford	Hinduism		M	1108
Playford	Islam		F	1819
Playford	Islam		M	1922
Playford	Judaism		F	7
Playford	Judaism		M	7
Playford	No religion		F	6850
Playford	No religion		M	7571
Port Adelaide	(Other)		F	943
Port Adelaide	(Other)		M	1158
Port Adelaide	(Other)	(Other)	F	97
Port Adelaide	(Other)	(Other)	M	52
Port Adelaide	(Other)	Australian Aboriginal Traditional	F	3
Port Adelaide	(Other)	Australian Aboriginal Traditional	M	7
Port Adelaide	(Other)	Other spiritual beliefs	F	73
Port Adelaide	(Other)	Other spiritual beliefs	M	40
Port Adelaide	(Other)	Secular beliefs	F	52
Port Adelaide	(Other)	Secular beliefs	M	77
Port Adelaide	(Other)	Sikhism	F	30
Port Adelaide	(Other)	Sikhism	M	51
Port Adelaide	Buddhism		F	438
Port Adelaide	Buddhism		M	325
Port Adelaide	Christianity		F	391
Port Adelaide	Christianity		M	333
Port Adelaide	Christianity	(Other)	F	18
Port Adelaide	Christianity	(Other)	M	18
Port Adelaide	Christianity	Anglican	F	1469
Port Adelaide	Christianity	Anglican	M	1245
Port Adelaide	Christianity	Baptist	F	242
Port Adelaide	Christianity	Baptist	M	197
Port Adelaide	Christianity	Catholic	F	3565
Port Adelaide	Christianity	Catholic	M	3030
Port Adelaide	Christianity	Churches Of Christ	F	30
Port Adelaide	Christianity	Churches Of Christ	M	18
Port Adelaide	Christianity	Eastern Orthodox	F	372
Port Adelaide	Christianity	Eastern Orthodox	M	403
Port Adelaide	Christianity	Jehovah's Witnesses	F	52
Port Adelaide	Christianity	Jehovah's Witnesses	M	36
Port Adelaide	Christianity	Latter Day Saints	F	22
Port Adelaide	Christianity	Latter Day Saints	M	17
Port Adelaide	Christianity	Lutheran	F	242
Port Adelaide	Christianity	Lutheran	M	195
Port Adelaide	Christianity	Oriental Orthodox	F	14
Port Adelaide	Christianity	Oriental Orthodox	M	8
Port Adelaide	Christianity	Pentecostal	F	244
Port Adelaide	Christianity	Pentecostal	M	224
Port Adelaide	Christianity	Presbyterian Reformed	F	115
Port Adelaide	Christianity	Presbyterian Reformed	M	105
Port Adelaide	Christianity	Protestant (Other)	F	82
Port Adelaide	Christianity	Protestant (Other)	M	64
Port Adelaide	Christianity	Salvation Army	F	21
Port Adelaide	Christianity	Salvation Army	M	14
Port Adelaide	Christianity	Seventh Day Adventist	F	26
Port Adelaide	Christianity	Seventh Day Adventist	M	17
Port Adelaide	Christianity	Uniting Church	F	766
Port Adelaide	Christianity	Uniting Church	M	539
Port Adelaide	Hinduism		F	66
Port Adelaide	Hinduism		M	66
Port Adelaide	Islam		F	199
Port Adelaide	Islam		M	211
Port Adelaide	Judaism		F	4
Port Adelaide	Judaism		M	5
Port Adelaide	No religion		F	8876
Port Adelaide	No religion		M	9244
Ramsay	(Other)		F	1393
Ramsay	(Other)		M	1555
Ramsay	(Other)	(Other)	F	245
Ramsay	(Other)	(Other)	M	214
Ramsay	(Other)	Australian Aboriginal Traditional	F	8
Ramsay	(Other)	Australian Aboriginal Traditional	M	12
Ramsay	(Other)	Other spiritual beliefs	F	35
Ramsay	(Other)	Other spiritual beliefs	M	28
Ramsay	(Other)	Secular beliefs	F	48
Ramsay	(Other)	Secular beliefs	M	77
Ramsay	(Other)	Sikhism	F	130
Ramsay	(Other)	Sikhism	M	154
Ramsay	Buddhism		F	1316
Ramsay	Buddhism		M	1171
Ramsay	Christianity		F	754
Ramsay	Christianity		M	699
Ramsay	Christianity	(Other)	F	25
Ramsay	Christianity	(Other)	M	31
Ramsay	Christianity	Anglican	F	1248
Ramsay	Christianity	Anglican	M	942
Ramsay	Christianity	Baptist	F	622
Ramsay	Christianity	Baptist	M	595
Ramsay	Christianity	Catholic	F	3259
Ramsay	Christianity	Catholic	M	2911
Ramsay	Christianity	Churches Of Christ	F	38
Ramsay	Christianity	Churches Of Christ	M	20
Ramsay	Christianity	Eastern Orthodox	F	384
Ramsay	Christianity	Eastern Orthodox	M	416
Ramsay	Christianity	Jehovah's Witnesses	F	82
Ramsay	Christianity	Jehovah's Witnesses	M	71
Ramsay	Christianity	Latter Day Saints	F	43
Ramsay	Christianity	Latter Day Saints	M	45
Ramsay	Christianity	Lutheran	F	268
Ramsay	Christianity	Lutheran	M	205
Ramsay	Christianity	Oriental Orthodox	F	32
Ramsay	Christianity	Oriental Orthodox	M	33
Ramsay	Christianity	Pentecostal	F	382
Ramsay	Christianity	Pentecostal	M	334
Ramsay	Christianity	Presbyterian Reformed	F	143
Ramsay	Christianity	Presbyterian Reformed	M	107
Ramsay	Christianity	Protestant (Other)	F	105
Ramsay	Christianity	Protestant (Other)	M	93
Ramsay	Christianity	Salvation Army	F	63
Ramsay	Christianity	Salvation Army	M	35
Ramsay	Christianity	Seventh Day Adventist	F	60
Ramsay	Christianity	Seventh Day Adventist	M	56
Ramsay	Christianity	Uniting Church	F	715
Ramsay	Christianity	Uniting Church	M	486
Ramsay	Hinduism		F	877
Ramsay	Hinduism		M	896
Ramsay	Islam		F	1413
Ramsay	Islam		M	1537
Ramsay	Judaism		F	5
Ramsay	Judaism		M	6
Ramsay	No religion		F	7886
Ramsay	No religion		M	8742
Reynell	(Other)		F	1180
Reynell	(Other)		M	1313
Reynell	(Other)	(Other)	F	114
Reynell	(Other)	(Other)	M	76
Reynell	(Other)	Australian Aboriginal Traditional	F	4
Reynell	(Other)	Australian Aboriginal Traditional	M	3
Reynell	(Other)	Other spiritual beliefs	F	44
Reynell	(Other)	Other spiritual beliefs	M	29
Reynell	(Other)	Secular beliefs	F	66
Reynell	(Other)	Secular beliefs	M	82
Reynell	(Other)	Sikhism	F	49
Reynell	(Other)	Sikhism	M	57
Reynell	Buddhism		F	178
Reynell	Buddhism		M	122
Reynell	Christianity		F	682
Reynell	Christianity		M	507
Reynell	Christianity	(Other)	F	33
Reynell	Christianity	(Other)	M	34
Reynell	Christianity	Anglican	F	1534
Reynell	Christianity	Anglican	M	1138
Reynell	Christianity	Baptist	F	323
Reynell	Christianity	Baptist	M	303
Reynell	Christianity	Catholic	F	2134
Reynell	Christianity	Catholic	M	1899
Reynell	Christianity	Churches Of Christ	F	60
Reynell	Christianity	Churches Of Christ	M	41
Reynell	Christianity	Eastern Orthodox	F	216
Reynell	Christianity	Eastern Orthodox	M	188
Reynell	Christianity	Jehovah's Witnesses	F	103
Reynell	Christianity	Jehovah's Witnesses	M	67
