STE_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Tasmania	15-24	Speaks English not well or not at all	0	2020	21
Tasmania	15-24	Speaks English not well or not at all	0	2021	6
Tasmania	15-24	Speaks English well or very well	0		70
Tasmania	15-24	Speaks English well or very well	0	2005	133
Tasmania	15-24	Speaks English well or very well	0	2010	448
Tasmania	15-24	Speaks English well or very well	0	2015	854
Tasmania	15-24	Speaks English well or very well	0	2016	501
Tasmania	15-24	Speaks English well or very well	0	2017	514
Tasmania	15-24	Speaks English well or very well	0	2018	450
Tasmania	15-24	Speaks English well or very well	0	2019	571
Tasmania	15-24	Speaks English well or very well	0	2020	209
Tasmania	15-24	Speaks English well or very well	0	2021	29
Tasmania	25-34				42
Tasmania	25-34			2015	4
Tasmania	25-34			2016	4
Tasmania	25-34			2017	3
Tasmania	25-34			2019	5
Tasmania	25-34		0		10
Tasmania	25-34		0	2005	5
Tasmania	25-34		0	2015	6
Tasmania	25-34		0	2016	7
Tasmania	25-34		0	2017	4
Tasmania	25-34		0	2018	4
Tasmania	25-34		0	2019	4
Tasmania	25-34		1		94
Tasmania	25-34		1	2005	932
Tasmania	25-34		1	2010	493
Tasmania	25-34		1	2015	740
Tasmania	25-34		1	2016	253
Tasmania	25-34		1	2017	205
Tasmania	25-34		1	2018	244
Tasmania	25-34		1	2019	245
Tasmania	25-34		1	2020	121
Tasmania	25-34		1	2021	30
Tasmania	25-34	Speaks English not well or not at all	0		19
Tasmania	25-34	Speaks English not well or not at all	0	2005	10
Tasmania	25-34	Speaks English not well or not at all	0	2010	40
Tasmania	25-34	Speaks English not well or not at all	0	2015	205
Tasmania	25-34	Speaks English not well or not at all	0	2016	104
Tasmania	25-34	Speaks English not well or not at all	0	2017	102
Tasmania	25-34	Speaks English not well or not at all	0	2018	125
Tasmania	25-34	Speaks English not well or not at all	0	2019	139
Tasmania	25-34	Speaks English not well or not at all	0	2020	60
Tasmania	25-34	Speaks English not well or not at all	0	2021	10
Tasmania	25-34	Speaks English well or very well	0		290
Tasmania	25-34	Speaks English well or very well	0	2005	358
Tasmania	25-34	Speaks English well or very well	0	2010	1293
Tasmania	25-34	Speaks English well or very well	0	2015	6135
Tasmania	25-34	Speaks English well or very well	0	2016	2395
Tasmania	25-34	Speaks English well or very well	0	2017	2399
Tasmania	25-34	Speaks English well or very well	0	2018	2090
Tasmania	25-34	Speaks English well or very well	0	2019	1535
Tasmania	25-34	Speaks English well or very well	0	2020	490
Tasmania	25-34	Speaks English well or very well	0	2021	80
Tasmania	35-44				16
Tasmania	35-44		0		3
Tasmania	35-44		0	2010	3
Tasmania	35-44		0	2015	3
Tasmania	35-44		0	2019	6
Tasmania	35-44		1		85
Tasmania	35-44		1	2005	2125
Tasmania	35-44		1	2010	872
Tasmania	35-44		1	2015	661
Tasmania	35-44		1	2016	115
Tasmania	35-44		1	2017	97
Tasmania	35-44		1	2018	96
Tasmania	35-44		1	2019	84
Tasmania	35-44		1	2020	37
Tasmania	35-44		1	2021	17
Tasmania	35-44	Speaks English not well or not at all	0		10
Tasmania	35-44	Speaks English not well or not at all	0	2005	15
Tasmania	35-44	Speaks English not well or not at all	0	2010	85
Tasmania	35-44	Speaks English not well or not at all	0	2015	250
Tasmania	35-44	Speaks English not well or not at all	0	2016	73
Tasmania	35-44	Speaks English not well or not at all	0	2017	62
Tasmania	35-44	Speaks English not well or not at all	0	2018	66
Tasmania	35-44	Speaks English not well or not at all	0	2019	71
Tasmania	35-44	Speaks English not well or not at all	0	2020	31
Tasmania	35-44	Speaks English not well or not at all	0	2021	7
Tasmania	35-44	Speaks English well or very well	0		69
Tasmania	35-44	Speaks English well or very well	0	2005	792
Tasmania	35-44	Speaks English well or very well	0	2010	1779
Tasmania	35-44	Speaks English well or very well	0	2015	2174
Tasmania	35-44	Speaks English well or very well	0	2016	501
Tasmania	35-44	Speaks English well or very well	0	2017	465
Tasmania	35-44	Speaks English well or very well	0	2018	453
Tasmania	35-44	Speaks English well or very well	0	2019	431
Tasmania	35-44	Speaks English well or very well	0	2020	148
Tasmania	35-44	Speaks English well or very well	0	2021	45
Tasmania	45-54				9
Tasmania	45-54			2005	6
Tasmania	45-54		0	2005	3
Tasmania	45-54		1		166
Tasmania	45-54		1	2005	4474
Tasmania	45-54		1	2010	763
Tasmania	45-54		1	2015	319
Tasmania	45-54		1	2016	45
Tasmania	45-54		1	2017	42
Tasmania	45-54		1	2018	47
Tasmania	45-54		1	2019	49
Tasmania	45-54		1	2020	19
Tasmania	45-54		1	2021	8
Tasmania	45-54	Speaks English not well or not at all	0		11
Tasmania	45-54	Speaks English not well or not at all	0	2005	56
Tasmania	45-54	Speaks English not well or not at all	0	2010	77
Tasmania	45-54	Speaks English not well or not at all	0	2015	162
Tasmania	45-54	Speaks English not well or not at all	0	2016	47
Tasmania	45-54	Speaks English not well or not at all	0	2017	46
Tasmania	45-54	Speaks English not well or not at all	0	2018	34
Tasmania	45-54	Speaks English not well or not at all	0	2019	34
Tasmania	45-54	Speaks English not well or not at all	0	2020	21
Tasmania	45-54	Speaks English not well or not at all	0	2021	3
Tasmania	45-54	Speaks English well or very well	0		34
Tasmania	45-54	Speaks English well or very well	0	2005	1018
Tasmania	45-54	Speaks English well or very well	0	2010	734
Tasmania	45-54	Speaks English well or very well	0	2015	357
Tasmania	45-54	Speaks English well or very well	0	2016	81
Tasmania	45-54	Speaks English well or very well	0	2017	77
Tasmania	45-54	Speaks English well or very well	0	2018	72
Tasmania	45-54	Speaks English well or very well	0	2019	77
Tasmania	45-54	Speaks English well or very well	0	2020	24
Tasmania	45-54	Speaks English well or very well	0	2021	11
Tasmania	55-64				12
Tasmania	55-64			2005	14
Tasmania	55-64		0		3
Tasmania	55-64		1		244
Tasmania	55-64		1	2005	8034
Tasmania	55-64		1	2010	434
Tasmania	55-64		1	2015	174
Tasmania	55-64		1	2016	28
Tasmania	55-64		1	2017	16
Tasmania	55-64		1	2018	22
Tasmania	55-64		1	2019	26
Tasmania	55-64		1	2020	12
Tasmania	55-64		1	2021	5
Tasmania	55-64	Speaks English not well or not at all	0		9
Tasmania	55-64	Speaks English not well or not at all	0	2005	106
Tasmania	55-64	Speaks English not well or not at all	0	2010	69
Tasmania	55-64	Speaks English not well or not at all	0	2015	102
Tasmania	55-64	Speaks English not well or not at all	0	2016	36
Tasmania	55-64	Speaks English not well or not at all	0	2017	37
Tasmania	55-64	Speaks English not well or not at all	0	2018	16
Tasmania	55-64	Speaks English not well or not at all	0	2019	65
Tasmania	55-64	Speaks English not well or not at all	0	2020	38
Tasmania	55-64	Speaks English not well or not at all	0	2021	3
Tasmania	55-64	Speaks English well or very well	0		25
Tasmania	55-64	Speaks English well or very well	0	2005	1239
Tasmania	55-64	Speaks English well or very well	0	2010	233
Tasmania	55-64	Speaks English well or very well	0	2015	78
Tasmania	55-64	Speaks English well or very well	0	2016	27
Tasmania	55-64	Speaks English well or very well	0	2017	9
Tasmania	55-64	Speaks English well or very well	0	2018	13
Tasmania	55-64	Speaks English well or very well	0	2019	23
Tasmania	55-64	Speaks English well or very well	0	2020	21
Tasmania	65-74				8
Tasmania	65-74			2005	13
Tasmania	65-74		0	2005	7
Tasmania	65-74		0	2019	3
Tasmania	65-74		1		336
Tasmania	65-74		1	2005	9668
Tasmania	65-74		1	2010	186
Tasmania	65-74		1	2015	76
Tasmania	65-74		1	2016	17
Tasmania	65-74		1	2017	12
Tasmania	65-74		1	2018	15
Tasmania	65-74		1	2019	29
Tasmania	65-74		1	2020	15
Tasmania	65-74	Speaks English not well or not at all	0		8
Tasmania	65-74	Speaks English not well or not at all	0	2005	130
Tasmania	65-74	Speaks English not well or not at all	0	2010	38
Tasmania	65-74	Speaks English not well or not at all	0	2015	80
Tasmania	65-74	Speaks English not well or not at all	0	2016	24
Tasmania	65-74	Speaks English not well or not at all	0	2017	11
Tasmania	65-74	Speaks English not well or not at all	0	2018	12
Tasmania	65-74	Speaks English not well or not at all	0	2019	52
Tasmania	65-74	Speaks English not well or not at all	0	2020	14
Tasmania	65-74	Speaks English well or very well	0		34
Tasmania	65-74	Speaks English well or very well	0	2005	1185
Tasmania	65-74	Speaks English well or very well	0	2010	55
Tasmania	65-74	Speaks English well or very well	0	2015	29
Tasmania	65-74	Speaks English well or very well	0	2016	5
Tasmania	65-74	Speaks English well or very well	0	2017	11
Tasmania	65-74	Speaks English well or very well	0	2018	3
Tasmania	65-74	Speaks English well or very well	0	2019	12
Tasmania	65-74	Speaks English well or very well	0	2020	4
Tasmania	75-84				22
Tasmania	75-84			2005	22
Tasmania	75-84		0	2005	4
Tasmania	75-84		1		300
Tasmania	75-84		1	2005	6441
Tasmania	75-84		1	2010	54
Tasmania	75-84		1	2015	30
Tasmania	75-84		1	2016	4
Tasmania	75-84		1	2017	4
Tasmania	75-84		1	2018	9
Tasmania	75-84		1	2019	7
Tasmania	75-84		1	2020	3
Tasmania	75-84		1	2021	5
Tasmania	75-84	Speaks English not well or not at all	0		10
Tasmania	75-84	Speaks English not well or not at all	0	2005	123
Tasmania	75-84	Speaks English not well or not at all	0	2010	31
Tasmania	75-84	Speaks English not well or not at all	0	2015	32
Tasmania	75-84	Speaks English not well or not at all	0	2016	8
Tasmania	75-84	Speaks English not well or not at all	0	2018	6
Tasmania	75-84	Speaks English not well or not at all	0	2019	11
Tasmania	75-84	Speaks English not well or not at all	0	2020	4
Tasmania	75-84	Speaks English well or very well	0		23
Tasmania	75-84	Speaks English well or very well	0	2005	984
Tasmania	75-84	Speaks English well or very well	0	2010	7
Tasmania	75-84	Speaks English well or very well	0	2015	10
Tasmania	75-84	Speaks English well or very well	0	2017	3
Tasmania	75-84	Speaks English well or very well	0	2018	6
Tasmania	75-84	Speaks English well or very well	0	2019	3
Tasmania	85+				12
Tasmania	85+			2005	14
Tasmania	85+		0		6
Tasmania	85+		0	2005	7
Tasmania	85+		1		150
Tasmania	85+		1	2005	1988
Tasmania	85+		1	2010	21
Tasmania	85+		1	2015	8
Tasmania	85+		1	2016	7
Tasmania	85+		1	2019	6
Tasmania	85+	Speaks English not well or not at all	0		11
Tasmania	85+	Speaks English not well or not at all	0	2005	108
Tasmania	85+	Speaks English not well or not at all	0	2010	4
Tasmania	85+	Speaks English not well or not at all	0	2015	10
Tasmania	85+	Speaks English not well or not at all	0	2017	4
Tasmania	85+	Speaks English well or very well	0		29
Tasmania	85+	Speaks English well or very well	0	2005	380
Northern Territory	0-14				3
Northern Territory	0-14		0		5
Northern Territory	0-14		0	2019	12
Northern Territory	0-14		0	2020	9
Northern Territory	0-14		1		55
Northern Territory	0-14		1	2010	141
Northern Territory	0-14		1	2015	500
Northern Territory	0-14		1	2016	135
Northern Territory	0-14		1	2017	103
Northern Territory	0-14		1	2018	131
Northern Territory	0-14		1	2019	163
Northern Territory	0-14		1	2020	75
Northern Territory	0-14		1	2021	58
Northern Territory	0-14	Speaks English not well or not at all	0		14
Northern Territory	0-14	Speaks English not well or not at all	0	2015	13
Northern Territory	0-14	Speaks English not well or not at all	0	2016	3
Northern Territory	0-14	Speaks English not well or not at all	0	2017	12
Northern Territory	0-14	Speaks English not well or not at all	0	2018	23
Northern Territory	0-14	Speaks English not well or not at all	0	2019	43
Northern Territory	0-14	Speaks English not well or not at all	0	2020	31
Northern Territory	0-14	Speaks English not well or not at all	0	2021	18
Northern Territory	0-14	Speaks English well or very well	0		51
Northern Territory	0-14	Speaks English well or very well	0	2010	122
Northern Territory	0-14	Speaks English well or very well	0	2015	588
Northern Territory	0-14	Speaks English well or very well	0	2016	204
Northern Territory	0-14	Speaks English well or very well	0	2017	251
Northern Territory	0-14	Speaks English well or very well	0	2018	222
Northern Territory	0-14	Speaks English well or very well	0	2019	294
Northern Territory	0-14	Speaks English well or very well	0	2020	97
Northern Territory	0-14	Speaks English well or very well	0	2021	35
Northern Territory	15-24				11
Northern Territory	15-24			2010	5
Northern Territory	15-24			2015	6
Northern Territory	15-24			2019	4
Northern Territory	15-24		1		49
Northern Territory	15-24		1	2005	204
Northern Territory	15-24		1	2010	410
Northern Territory	15-24		1	2015	290
Northern Territory	15-24		1	2016	55
Northern Territory	15-24		1	2017	49
Northern Territory	15-24		1	2018	58
Northern Territory	15-24		1	2019	106
Northern Territory	15-24		1	2020	56
Northern Territory	15-24		1	2021	17
Northern Territory	15-24	Speaks English not well or not at all	0		3
Northern Territory	15-24	Speaks English not well or not at all	0	2005	4
Northern Territory	15-24	Speaks English not well or not at all	0	2015	4
Northern Territory	15-24	Speaks English not well or not at all	0	2016	10
Northern Territory	15-24	Speaks English not well or not at all	0	2017	6
Northern Territory	15-24	Speaks English not well or not at all	0	2018	11
Northern Territory	15-24	Speaks English not well or not at all	0	2019	18
Northern Territory	15-24	Speaks English not well or not at all	0	2020	7
Northern Territory	15-24	Speaks English well or very well	0		64
Northern Territory	15-24	Speaks English well or very well	0	2005	90
Northern Territory	15-24	Speaks English well or very well	0	2010	615
Northern Territory	15-24	Speaks English well or very well	0	2015	718
Northern Territory	15-24	Speaks English well or very well	0	2016	259
Northern Territory	15-24	Speaks English well or very well	0	2017	283
Northern Territory	15-24	Speaks English well or very well	0	2018	380
Northern Territory	15-24	Speaks English well or very well	0	2019	403
Northern Territory	15-24	Speaks English well or very well	0	2020	146
Northern Territory	15-24	Speaks English well or very well	0	2021	12
Northern Territory	25-34				37
Northern Territory	25-34			2005	3
Northern Territory	25-34			2015	4
Northern Territory	25-34			2016	7
Northern Territory	25-34			2018	7
Northern Territory	25-34			2019	3
Northern Territory	25-34		0	2005	5
Northern Territory	25-34		0	2020	3
Northern Territory	25-34		1		95
Northern Territory	25-34		1	2005	718
Northern Territory	25-34		1	2010	471
Northern Territory	25-34		1	2015	832
Northern Territory	25-34		1	2016	194
Northern Territory	25-34		1	2017	170
Northern Territory	25-34		1	2018	233
Northern Territory	25-34		1	2019	271
Northern Territory	25-34		1	2020	150
Northern Territory	25-34		1	2021	67
Northern Territory	25-34	Speaks English not well or not at all	0		13
Northern Territory	25-34	Speaks English not well or not at all	0	2005	5
Northern Territory	25-34	Speaks English not well or not at all	0	2010	21
Northern Territory	25-34	Speaks English not well or not at all	0	2015	85
Northern Territory	25-34	Speaks English not well or not at all	0	2016	35
Northern Territory	25-34	Speaks English not well or not at all	0	2017	22
Northern Territory	25-34	Speaks English not well or not at all	0	2018	44
Northern Territory	25-34	Speaks English not well or not at all	0	2019	67
Northern Territory	25-34	Speaks English not well or not at all	0	2020	22
Northern Territory	25-34	Speaks English not well or not at all	0	2021	7
Northern Territory	25-34	Speaks English well or very well	0		160
Northern Territory	25-34	Speaks English well or very well	0	2005	408
Northern Territory	25-34	Speaks English well or very well	0	2010	991
Northern Territory	25-34	Speaks English well or very well	0	2015	2874
Northern Territory	25-34	Speaks English well or very well	0	2016	1197
Northern Territory	25-34	Speaks English well or very well	0	2017	1139
Northern Territory	25-34	Speaks English well or very well	0	2018	1067
Northern Territory	25-34	Speaks English well or very well	0	2019	996
Northern Territory	25-34	Speaks English well or very well	0	2020	342
Northern Territory	25-34	Speaks English well or very well	0	2021	52
Northern Territory	35-44				24
Northern Territory	35-44			2015	3
Northern Territory	35-44		0		3
Northern Territory	35-44		0	2005	8
Northern Territory	35-44		0	2010	4
Northern Territory	35-44		0	2015	3
Northern Territory	35-44		1		71
Northern Territory	35-44		1	2005	1168
Northern Territory	35-44		1	2010	765
Northern Territory	35-44		1	2015	658
Northern Territory	35-44		1	2016	89
Northern Territory	35-44		1	2017	83
Northern Territory	35-44		1	2018	82
Northern Territory	35-44		1	2019	102
Northern Territory	35-44		1	2020	51
Northern Territory	35-44		1	2021	44
Northern Territory	35-44	Speaks English not well or not at all	0		17
Northern Territory	35-44	Speaks English not well or not at all	0	2005	33
Northern Territory	35-44	Speaks English not well or not at all	0	2010	136
Northern Territory	35-44	Speaks English not well or not at all	0	2015	129
Northern Territory	35-44	Speaks English not well or not at all	0	2016	25
Northern Territory	35-44	Speaks English not well or not at all	0	2017	18
Northern Territory	35-44	Speaks English not well or not at all	0	2018	26
Northern Territory	35-44	Speaks English not well or not at all	0	2019	36
Northern Territory	35-44	Speaks English not well or not at all	0	2020	19
Northern Territory	35-44	Speaks English not well or not at all	0	2021	3
Northern Territory	35-44	Speaks English well or very well	0		93
Northern Territory	35-44	Speaks English well or very well	0	2005	847
Northern Territory	35-44	Speaks English well or very well	0	2010	2177
Northern Territory	35-44	Speaks English well or very well	0	2015	2030
Northern Territory	35-44	Speaks English well or very well	0	2016	461
Northern Territory	35-44	Speaks English well or very well	0	2017	416
Northern Territory	35-44	Speaks English well or very well	0	2018	333
Northern Territory	35-44	Speaks English well or very well	0	2019	351
Northern Territory	35-44	Speaks English well or very well	0	2020	115
Northern Territory	35-44	Speaks English well or very well	0	2021	38
Northern Territory	45-54				14
Northern Territory	45-54			2015	3
Northern Territory	45-54		0		5
Northern Territory	45-54		0	2010	8
Northern Territory	45-54		1		97
Northern Territory	45-54		1	2005	2132
Northern Territory	45-54		1	2010	422
Northern Territory	45-54		1	2015	311
Northern Territory	45-54		1	2016	41
Northern Territory	45-54		1	2017	44
Northern Territory	45-54		1	2018	48
Northern Territory	45-54		1	2019	61
Northern Territory	45-54		1	2020	23
Northern Territory	45-54		1	2021	15
Northern Territory	45-54	Speaks English not well or not at all	0		17
Northern Territory	45-54	Speaks English not well or not at all	0	2005	140
Northern Territory	45-54	Speaks English not well or not at all	0	2010	140
Northern Territory	45-54	Speaks English not well or not at all	0	2015	75
Northern Territory	45-54	Speaks English not well or not at all	0	2016	11
Northern Territory	45-54	Speaks English not well or not at all	0	2017	15
Northern Territory	45-54	Speaks English not well or not at all	0	2018	11
Northern Territory	45-54	Speaks English not well or not at all	0	2019	34
Northern Territory	45-54	Speaks English not well or not at all	0	2020	16
Northern Territory	45-54	Speaks English well or very well	0		61
Northern Territory	45-54	Speaks English well or very well	0	2005	1287
Northern Territory	45-54	Speaks English well or very well	0	2010	1096
Northern Territory	45-54	Speaks English well or very well	0	2015	682
Northern Territory	45-54	Speaks English well or very well	0	2016	117
Northern Territory	45-54	Speaks English well or very well	0	2017	75
Northern Territory	45-54	Speaks English well or very well	0	2018	65
Northern Territory	45-54	Speaks English well or very well	0	2019	85
Northern Territory	45-54	Speaks English well or very well	0	2020	27
Northern Territory	45-54	Speaks English well or very well	0	2021	15
Northern Territory	55-64				17
Northern Territory	55-64			2005	7
Northern Territory	55-64		0	2010	5
Northern Territory	55-64		1		90
Northern Territory	55-64		1	2005	2880
Northern Territory	55-64		1	2010	263
Northern Territory	55-64		1	2015	149
Northern Territory	55-64		1	2016	24
Northern Territory	55-64		1	2017	22
Northern Territory	55-64		1	2018	13
Northern Territory	55-64		1	2019	49
Northern Territory	55-64		1	2020	30
Northern Territory	55-64		1	2021	15
Northern Territory	55-64	Speaks English not well or not at all	0		19
Northern Territory	55-64	Speaks English not well or not at all	0	2005	239
Northern Territory	55-64	Speaks English not well or not at all	0	2010	56
Northern Territory	55-64	Speaks English not well or not at all	0	2015	53
Northern Territory	55-64	Speaks English not well or not at all	0	2016	8
Northern Territory	55-64	Speaks English not well or not at all	0	2017	14
Northern Territory	55-64	Speaks English not well or not at all	0	2018	8
Northern Territory	55-64	Speaks English not well or not at all	0	2019	45
Northern Territory	55-64	Speaks English not well or not at all	0	2020	33
Northern Territory	55-64	Speaks English well or very well	0		34
Northern Territory	55-64	Speaks English well or very well	0	2005	1378
Northern Territory	55-64	Speaks English well or very well	0	2010	368
Northern Territory	55-64	Speaks English well or very well	0	2015	113
Northern Territory	55-64	Speaks English well or very well	0	2016	21
Northern Territory	55-64	Speaks English well or very well	0	2017	16
Northern Territory	55-64	Speaks English well or very well	0	2018	12
Northern Territory	55-64	Speaks English well or very well	0	2019	36
Northern Territory	55-64	Speaks English well or very well	0	2020	22
Northern Territory	55-64	Speaks English well or very well	0	2021	6
Northern Territory	65-74				24
Northern Territory	65-74			2005	9
Northern Territory	65-74			2015	4
Northern Territory	65-74		0	2005	7
Northern Territory	65-74		1		72
Northern Territory	65-74		1	2005	2271
Northern Territory	65-74		1	2010	58
Northern Territory	65-74		1	2015	44
Northern Territory	65-74		1	2016	10
Northern Territory	65-74		1	2017	8
Northern Territory	65-74		1	2018	3
Northern Territory	65-74		1	2019	10
Northern Territory	65-74		1	2020	3
Northern Territory	65-74		1	2021	4
Northern Territory	65-74	Speaks English not well or not at all	0		12
Northern Territory	65-74	Speaks English not well or not at all	0	2005	267
Northern Territory	65-74	Speaks English not well or not at all	0	2010	18
Northern Territory	65-74	Speaks English not well or not at all	0	2015	40
Northern Territory	65-74	Speaks English not well or not at all	0	2016	5
Northern Territory	65-74	Speaks English not well or not at all	0	2017	4
Northern Territory	65-74	Speaks English not well or not at all	0	2018	7
Northern Territory	65-74	Speaks English not well or not at all	0	2019	48
Northern Territory	65-74	Speaks English not well or not at all	0	2020	20
Northern Territory	65-74	Speaks English well or very well	0		34
Northern Territory	65-74	Speaks English well or very well	0	2005	1030
Northern Territory	65-74	Speaks English well or very well	0	2010	53
Northern Territory	65-74	Speaks English well or very well	0	2015	31
Northern Territory	65-74	Speaks English well or very well	0	2017	4
Northern Territory	65-74	Speaks English well or very well	0	2018	3
Northern Territory	65-74	Speaks English well or very well	0	2019	28
Northern Territory	65-74	Speaks English well or very well	0	2020	16
Northern Territory	75-84				21
Northern Territory	75-84			2005	4
Northern Territory	75-84		0	2005	4
Northern Territory	75-84		1		49
Northern Territory	75-84		1	2005	979
Northern Territory	75-84		1	2010	16
Northern Territory	75-84		1	2015	10
Northern Territory	75-84	Speaks English not well or not at all	0		12
Northern Territory	75-84	Speaks English not well or not at all	0	2005	215
Northern Territory	75-84	Speaks English not well or not at all	0	2010	15
Northern Territory	75-84	Speaks English not well or not at all	0	2015	5
Northern Territory	75-84	Speaks English not well or not at all	0	2019	8
Northern Territory	75-84	Speaks English not well or not at all	0	2020	8
Northern Territory	75-84	Speaks English well or very well	0		17
Northern Territory	75-84	Speaks English well or very well	0	2005	432
Northern Territory	75-84	Speaks English well or very well	0	2010	13
Northern Territory	75-84	Speaks English well or very well	0	2015	8
Northern Territory	75-84	Speaks English well or very well	0	2018	4
Northern Territory	75-84	Speaks English well or very well	0	2019	9
Northern Territory	75-84	Speaks English well or very well	0	2020	4
Northern Territory	85+				12
Northern Territory	85+		1		24
Northern Territory	85+		1	2005	190
Northern Territory	85+	Speaks English not well or not at all	0		10
Northern Territory	85+	Speaks English not well or not at all	0	2005	69
Northern Territory	85+	Speaks English well or very well	0		8
Northern Territory	85+	Speaks English well or very well	0	2005	109
Australian Capital Territory	0-14				9
Australian Capital Territory	0-14		0		4
Australian Capital Territory	0-14		0	2015	3
Australian Capital Territory	0-14		0	2017	6
Australian Capital Territory	0-14		0	2019	9
Australian Capital Territory	0-14		0	2020	7
Australian Capital Territory	0-14		0	2021	5
Australian Capital Territory	0-14		1		89
Australian Capital Territory	0-14		1	2010	371
Australian Capital Territory	0-14		1	2015	1031
Australian Capital Territory	0-14		1	2016	214
Australian Capital Territory	0-14		1	2017	225
Australian Capital Territory	0-14		1	2018	233
Australian Capital Territory	0-14		1	2019	216
Australian Capital Territory	0-14		1	2020	186
Australian Capital Territory	0-14		1	2021	96
Australian Capital Territory	0-14	Speaks English not well or not at all	0		34
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2015	20
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2016	8
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2017	18
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2018	37
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2019	92
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2020	62
Australian Capital Territory	0-14	Speaks English not well or not at all	0	2021	44
Australian Capital Territory	0-14	Speaks English well or very well	0		156
Australian Capital Territory	0-14	Speaks English well or very well	0	2010	375
Australian Capital Territory	0-14	Speaks English well or very well	0	2015	1504
Australian Capital Territory	0-14	Speaks English well or very well	0	2016	405
Australian Capital Territory	0-14	Speaks English well or very well	0	2017	464
Australian Capital Territory	0-14	Speaks English well or very well	0	2018	469
Australian Capital Territory	0-14	Speaks English well or very well	0	2019	466
Australian Capital Territory	0-14	Speaks English well or very well	0	2020	216
Australian Capital Territory	0-14	Speaks English well or very well	0	2021	69
Australian Capital Territory	15-24				24
Australian Capital Territory	15-24			2010	4
Australian Capital Territory	15-24		0	2017	5
Australian Capital Territory	15-24		1		76
Australian Capital Territory	15-24		1	2005	1175
Australian Capital Territory	15-24		1	2010	1325
Australian Capital Territory	15-24		1	2015	712
Australian Capital Territory	15-24		1	2016	91
Australian Capital Territory	15-24		1	2017	123
Australian Capital Territory	15-24		1	2018	94
Australian Capital Territory	15-24		1	2019	145
Australian Capital Territory	15-24		1	2020	82
Australian Capital Territory	15-24		1	2021	41
Australian Capital Territory	15-24	Speaks English not well or not at all	0		18
Australian Capital Territory	15-24	Speaks English not well or not at all	0	2005	9
Australian Capital Territory	15-24	Speaks English not well or not at all	0	2010	10
Australian Capital Territory	15-24	Speaks English not well or not at all	0	2015	20
Australian Capital Territory	15-24	Speaks English not well or not at all	0	2016	10
Australian Capital Territory	15-24	Speaks English not well or not at all	0	2017	34
Australian Capital Territory	15-24	Speaks English not well or not at all	0	2018	47
Australian Capital Territory	15-24	Speaks English not well or not at all	0	2019	74
Australian Capital Territory	15-24	Speaks English not well or not at all	0	2020	28
Australian Capital Territory	15-24	Speaks English not well or not at all	0	2021	9
Australian Capital Territory	15-24	Speaks English well or very well	0		121
Australian Capital Territory	15-24	Speaks English well or very well	0	2005	712
Australian Capital Territory	15-24	Speaks English well or very well	0	2010	1722
Australian Capital Territory	15-24	Speaks English well or very well	0	2015	1622
Australian Capital Territory	15-24	Speaks English well or very well	0	2016	663
Australian Capital Territory	15-24	Speaks English well or very well	0	2017	983
Australian Capital Territory	15-24	Speaks English well or very well	0	2018	1046
Australian Capital Territory	15-24	Speaks English well or very well	0	2019	927
Australian Capital Territory	15-24	Speaks English well or very well	0	2020	422
Australian Capital Territory	15-24	Speaks English well or very well	0	2021	61
Australian Capital Territory	25-34				52
Australian Capital Territory	25-34			2010	3
Australian Capital Territory	25-34			2016	7
Australian Capital Territory	25-34			2017	3
Australian Capital Territory	25-34			2018	8
Australian Capital Territory	25-34			2019	5
Australian Capital Territory	25-34		0	2005	4
Australian Capital Territory	25-34		0	2010	11
Australian Capital Territory	25-34		0	2015	9
Australian Capital Territory	25-34		0	2016	5
Australian Capital Territory	25-34		0	2017	3
Australian Capital Territory	25-34		0	2018	4
Australian Capital Territory	25-34		1		132
Australian Capital Territory	25-34		1	2005	2335
Australian Capital Territory	25-34		1	2010	829
Australian Capital Territory	25-34		1	2015	1014
Australian Capital Territory	25-34		1	2016	271
Australian Capital Territory	25-34		1	2017	230
Australian Capital Territory	25-34		1	2018	273
Australian Capital Territory	25-34		1	2019	261
Australian Capital Territory	25-34		1	2020	130
Australian Capital Territory	25-34		1	2021	64
Australian Capital Territory	25-34	Speaks English not well or not at all	0		51
Australian Capital Territory	25-34	Speaks English not well or not at all	0	2005	25
Australian Capital Territory	25-34	Speaks English not well or not at all	0	2010	102
Australian Capital Territory	25-34	Speaks English not well or not at all	0	2015	264
Australian Capital Territory	25-34	Speaks English not well or not at all	0	2016	82
Australian Capital Territory	25-34	Speaks English not well or not at all	0	2017	142
Australian Capital Territory	25-34	Speaks English not well or not at all	0	2018	158
Australian Capital Territory	25-34	Speaks English not well or not at all	0	2019	148
Australian Capital Territory	25-34	Speaks English not well or not at all	0	2020	46
Australian Capital Territory	25-34	Speaks English not well or not at all	0	2021	13
Australian Capital Territory	25-34	Speaks English well or very well	0		303
Australian Capital Territory	25-34	Speaks English well or very well	0	2005	1769
